TIPUS,VALASZTAS,MEGYE,TELEPULES,SZAVAZOKOR,LISTA,SZAVAZAT
Listas,2019EP,BUDAPEST,Budapest VI. kerület,022,MSZP-PARBESZED,26
Listas,2019EP,BUDAPEST,Budapest VI. kerület,023,MSZP-PARBESZED,39
Listas,2019EP,BUDAPEST,Budapest VI. kerület,024,MSZP-PARBESZED,41
Listas,2019EP,BUDAPEST,Budapest VI. kerület,025,MSZP-PARBESZED,29
Listas,2019EP,BUDAPEST,Budapest VI. kerület,026,MSZP-PARBESZED,85
Listas,2019EP,BUDAPEST,Budapest VI. kerület,027,MSZP-PARBESZED,41
Listas,2019EP,BUDAPEST,Budapest VI. kerület,028,MSZP-PARBESZED,42
Listas,2019EP,BUDAPEST,Budapest VI. kerület,029,MSZP-PARBESZED,46
Listas,2019EP,BUDAPEST,Budapest VI. kerület,030,MSZP-PARBESZED,47
Listas,2019EP,BUDAPEST,Budapest VII. kerület,001,MSZP-PARBESZED,41
Listas,2019EP,BUDAPEST,Budapest VII. kerület,002,MSZP-PARBESZED,50
Listas,2019EP,BUDAPEST,Budapest VII. kerület,003,MSZP-PARBESZED,45
Listas,2019EP,BUDAPEST,Budapest VII. kerület,004,MSZP-PARBESZED,75
Listas,2019EP,BUDAPEST,Budapest VII. kerület,005,MSZP-PARBESZED,36
Listas,2019EP,BUDAPEST,Budapest VII. kerület,006,MSZP-PARBESZED,55
Listas,2019EP,BUDAPEST,Budapest VII. kerület,007,MSZP-PARBESZED,47
Listas,2019EP,BUDAPEST,Budapest VII. kerület,008,MSZP-PARBESZED,25
Listas,2019EP,BUDAPEST,Budapest VII. kerület,009,MSZP-PARBESZED,27
Listas,2019EP,BUDAPEST,Budapest VII. kerület,010,MSZP-PARBESZED,43
Listas,2019EP,BUDAPEST,Budapest VII. kerület,011,MSZP-PARBESZED,42
Listas,2019EP,BUDAPEST,Budapest VII. kerület,012,MSZP-PARBESZED,32
Listas,2019EP,BUDAPEST,Budapest VII. kerület,013,MSZP-PARBESZED,59
Listas,2019EP,BUDAPEST,Budapest VII. kerület,014,MSZP-PARBESZED,48
Listas,2019EP,BUDAPEST,Budapest VII. kerület,015,MSZP-PARBESZED,60
Listas,2019EP,BUDAPEST,Budapest VII. kerület,016,MSZP-PARBESZED,31
Listas,2019EP,BUDAPEST,Budapest VII. kerület,017,MSZP-PARBESZED,48
Listas,2019EP,BUDAPEST,Budapest VII. kerület,018,MSZP-PARBESZED,34
Listas,2019EP,BUDAPEST,Budapest VII. kerület,019,MSZP-PARBESZED,40
Listas,2019EP,BUDAPEST,Budapest VII. kerület,020,MSZP-PARBESZED,33
Listas,2019EP,BUDAPEST,Budapest VII. kerület,021,MSZP-PARBESZED,55
Listas,2019EP,BUDAPEST,Budapest VII. kerület,022,MSZP-PARBESZED,34
Listas,2019EP,BUDAPEST,Budapest VII. kerület,023,MSZP-PARBESZED,32
Listas,2019EP,BUDAPEST,Budapest VII. kerület,024,MSZP-PARBESZED,32
Listas,2019EP,BUDAPEST,Budapest VII. kerület,025,MSZP-PARBESZED,28
Listas,2019EP,BUDAPEST,Budapest VII. kerület,026,MSZP-PARBESZED,33
Listas,2019EP,BUDAPEST,Budapest VII. kerület,027,MSZP-PARBESZED,39
Listas,2019EP,BUDAPEST,Budapest VII. kerület,028,MSZP-PARBESZED,41
Listas,2019EP,BUDAPEST,Budapest VII. kerület,029,MSZP-PARBESZED,38
Listas,2019EP,BUDAPEST,Budapest VII. kerület,030,MSZP-PARBESZED,42
Listas,2019EP,BUDAPEST,Budapest VII. kerület,031,MSZP-PARBESZED,30
Listas,2019EP,BUDAPEST,Budapest VII. kerület,032,MSZP-PARBESZED,37
Listas,2019EP,BUDAPEST,Budapest VII. kerület,033,MSZP-PARBESZED,45
Listas,2019EP,BUDAPEST,Budapest VII. kerület,034,MSZP-PARBESZED,34
Listas,2019EP,BUDAPEST,Budapest VII. kerület,035,MSZP-PARBESZED,43
Listas,2019EP,BUDAPEST,Budapest VII. kerület,036,MSZP-PARBESZED,28
Listas,2019EP,BUDAPEST,Budapest VII. kerület,037,MSZP-PARBESZED,48
Listas,2019EP,BUDAPEST,Budapest VII. kerület,038,MSZP-PARBESZED,23
Listas,2019EP,BUDAPEST,Budapest VIII. kerület,001,MSZP-PARBESZED,23
Listas,2019EP,BUDAPEST,Budapest VIII. kerület,002,MSZP-PARBESZED,39
Listas,2019EP,BUDAPEST,Budapest VIII. kerület,003,MSZP-PARBESZED,29
Listas,2019EP,BUDAPEST,Budapest VIII. kerület,004,MSZP-PARBESZED,28
Listas,2019EP,BUDAPEST,Budapest VIII. kerület,005,MSZP-PARBESZED,36
Listas,2019EP,BUDAPEST,Budapest VIII. kerület,006,MSZP-PARBESZED,30
Listas,2019EP,BUDAPEST,Budapest VIII. kerület,007,MSZP-PARBESZED,36
Listas,2019EP,BUDAPEST,Budapest VIII. kerület,008,MSZP-PARBESZED,136
Listas,2019EP,BUDAPEST,Budapest VIII. kerület,009,MSZP-PARBESZED,46
Listas,2019EP,BUDAPEST,Budapest VIII. kerület,010,MSZP-PARBESZED,29
Listas,2019EP,BUDAPEST,Budapest VIII. kerület,011,MSZP-PARBESZED,45
Listas,2019EP,BUDAPEST,Budapest VIII. kerület,012,MSZP-PARBESZED,18
Listas,2019EP,BUDAPEST,Budapest VIII. kerület,013,MSZP-PARBESZED,32
Listas,2019EP,BUDAPEST,Budapest VIII. kerület,014,MSZP-PARBESZED,40
Listas,2019EP,BUDAPEST,Budapest VIII. kerület,015,MSZP-PARBESZED,17
Listas,2019EP,BUDAPEST,Budapest VIII. kerület,016,MSZP-PARBESZED,43
Listas,2019EP,BUDAPEST,Budapest VIII. kerület,017,MSZP-PARBESZED,43
Listas,2019EP,BUDAPEST,Budapest VIII. kerület,018,MSZP-PARBESZED,31
Listas,2019EP,BUDAPEST,Budapest VIII. kerület,019,MSZP-PARBESZED,21
Listas,2019EP,BUDAPEST,Budapest VIII. kerület,020,MSZP-PARBESZED,29
Listas,2019EP,BUDAPEST,Budapest VIII. kerület,021,MSZP-PARBESZED,29
Listas,2019EP,BUDAPEST,Budapest VIII. kerület,022,MSZP-PARBESZED,16
Listas,2019EP,BUDAPEST,Budapest VIII. kerület,023,MSZP-PARBESZED,26
Listas,2019EP,BUDAPEST,Budapest VIII. kerület,024,MSZP-PARBESZED,32
Listas,2019EP,BUDAPEST,Budapest VIII. kerület,025,MSZP-PARBESZED,19
Listas,2019EP,BUDAPEST,Budapest VIII. kerület,026,MSZP-PARBESZED,21
Listas,2019EP,BUDAPEST,Budapest VIII. kerület,027,MSZP-PARBESZED,21
Listas,2019EP,BUDAPEST,Budapest VIII. kerület,028,MSZP-PARBESZED,19
Listas,2019EP,BUDAPEST,Budapest VIII. kerület,029,MSZP-PARBESZED,20
Listas,2019EP,BUDAPEST,Budapest VIII. kerület,030,MSZP-PARBESZED,22
Listas,2019EP,BUDAPEST,Budapest VIII. kerület,031,MSZP-PARBESZED,13
Listas,2019EP,BUDAPEST,Budapest VIII. kerület,032,MSZP-PARBESZED,23
Listas,2019EP,BUDAPEST,Budapest VIII. kerület,033,MSZP-PARBESZED,11
Listas,2019EP,BUDAPEST,Budapest VIII. kerület,034,MSZP-PARBESZED,20
Listas,2019EP,BUDAPEST,Budapest VIII. kerület,035,MSZP-PARBESZED,24
Listas,2019EP,BUDAPEST,Budapest VIII. kerület,036,MSZP-PARBESZED,38
Listas,2019EP,BUDAPEST,Budapest VIII. kerület,037,MSZP-PARBESZED,6
Listas,2019EP,BUDAPEST,Budapest VIII. kerület,038,MSZP-PARBESZED,23
Listas,2019EP,BUDAPEST,Budapest VIII. kerület,039,MSZP-PARBESZED,28
Listas,2019EP,BUDAPEST,Budapest VIII. kerület,040,MSZP-PARBESZED,40
Listas,2019EP,BUDAPEST,Budapest VIII. kerület,041,MSZP-PARBESZED,28
Listas,2019EP,BUDAPEST,Budapest VIII. kerület,042,MSZP-PARBESZED,16
Listas,2019EP,BUDAPEST,Budapest VIII. kerület,043,MSZP-PARBESZED,27
Listas,2019EP,BUDAPEST,Budapest VIII. kerület,044,MSZP-PARBESZED,13
Listas,2019EP,BUDAPEST,Budapest VIII. kerület,045,MSZP-PARBESZED,19
Listas,2019EP,BUDAPEST,Budapest VIII. kerület,046,MSZP-PARBESZED,30
Listas,2019EP,BUDAPEST,Budapest VIII. kerület,047,MSZP-PARBESZED,16
Listas,2019EP,BUDAPEST,Budapest VIII. kerület,048,MSZP-PARBESZED,31
Listas,2019EP,BUDAPEST,Budapest VIII. kerület,049,MSZP-PARBESZED,35
Listas,2019EP,BUDAPEST,Budapest VIII. kerület,050,MSZP-PARBESZED,24
Listas,2019EP,BUDAPEST,Budapest VIII. kerület,051,MSZP-PARBESZED,19
Listas,2019EP,BUDAPEST,Budapest VIII. kerület,052,MSZP-PARBESZED,34
Listas,2019EP,BUDAPEST,Budapest VIII. kerület,053,MSZP-PARBESZED,29
Listas,2019EP,BUDAPEST,Budapest VIII. kerület,054,MSZP-PARBESZED,30
Listas,2019EP,BUDAPEST,Budapest VIII. kerület,055,MSZP-PARBESZED,15
Listas,2019EP,BUDAPEST,Budapest VIII. kerület,056,MSZP-PARBESZED,37
Listas,2019EP,BUDAPEST,Budapest VIII. kerület,057,MSZP-PARBESZED,23
Listas,2019EP,BUDAPEST,Budapest VIII. kerület,058,MSZP-PARBESZED,32
Listas,2019EP,BUDAPEST,Budapest VIII. kerület,059,MSZP-PARBESZED,23
Listas,2019EP,BUDAPEST,Budapest VIII. kerület,060,MSZP-PARBESZED,21
Listas,2019EP,BUDAPEST,Budapest IX. kerület,001,MSZP-PARBESZED,26
Listas,2019EP,BUDAPEST,Budapest IX. kerület,002,MSZP-PARBESZED,27
Listas,2019EP,BUDAPEST,Budapest IX. kerület,003,MSZP-PARBESZED,20
Listas,2019EP,BUDAPEST,Budapest IX. kerület,004,MSZP-PARBESZED,17
Listas,2019EP,BUDAPEST,Budapest IX. kerület,005,MSZP-PARBESZED,26
Listas,2019EP,BUDAPEST,Budapest IX. kerület,006,MSZP-PARBESZED,31
Listas,2019EP,BUDAPEST,Budapest IX. kerület,007,MSZP-PARBESZED,22
Listas,2019EP,BUDAPEST,Budapest IX. kerület,008,MSZP-PARBESZED,25
Listas,2019EP,BUDAPEST,Budapest IX. kerület,009,MSZP-PARBESZED,136
Listas,2019EP,BUDAPEST,Budapest IX. kerület,010,MSZP-PARBESZED,23
Listas,2019EP,BUDAPEST,Budapest IX. kerület,011,MSZP-PARBESZED,23
Listas,2019EP,BUDAPEST,Budapest IX. kerület,012,MSZP-PARBESZED,26
Listas,2019EP,BUDAPEST,Budapest IX. kerület,013,MSZP-PARBESZED,27
Listas,2019EP,BUDAPEST,Budapest IX. kerület,014,MSZP-PARBESZED,22
Listas,2019EP,BUDAPEST,Budapest IX. kerület,015,MSZP-PARBESZED,25
Listas,2019EP,BUDAPEST,Budapest IX. kerület,016,MSZP-PARBESZED,20
Listas,2019EP,BUDAPEST,Budapest IX. kerület,017,MSZP-PARBESZED,32
Listas,2019EP,BUDAPEST,Budapest IX. kerület,018,MSZP-PARBESZED,20
Listas,2019EP,BUDAPEST,Budapest IX. kerület,019,MSZP-PARBESZED,14
Listas,2019EP,BUDAPEST,Budapest IX. kerület,020,MSZP-PARBESZED,22
Listas,2019EP,BUDAPEST,Budapest IX. kerület,021,MSZP-PARBESZED,26
Listas,2019EP,BUDAPEST,Budapest IX. kerület,022,MSZP-PARBESZED,26
Listas,2019EP,BUDAPEST,Budapest IX. kerület,023,MSZP-PARBESZED,19
Listas,2019EP,BUDAPEST,Budapest IX. kerület,024,MSZP-PARBESZED,17
Listas,2019EP,BUDAPEST,Budapest IX. kerület,025,MSZP-PARBESZED,40
Listas,2019EP,BUDAPEST,Budapest IX. kerület,026,MSZP-PARBESZED,39
Listas,2019EP,BUDAPEST,Budapest IX. kerület,027,MSZP-PARBESZED,43
Listas,2019EP,BUDAPEST,Budapest IX. kerület,028,MSZP-PARBESZED,28
Listas,2019EP,BUDAPEST,Budapest IX. kerület,029,MSZP-PARBESZED,33
Listas,2019EP,BUDAPEST,Budapest IX. kerület,030,MSZP-PARBESZED,38
Listas,2019EP,BUDAPEST,Budapest IX. kerület,031,MSZP-PARBESZED,30
Listas,2019EP,BUDAPEST,Budapest IX. kerület,032,MSZP-PARBESZED,19
Listas,2019EP,BUDAPEST,Budapest IX. kerület,033,MSZP-PARBESZED,27
Listas,2019EP,BUDAPEST,Budapest IX. kerület,034,MSZP-PARBESZED,24
Listas,2019EP,BUDAPEST,Budapest IX. kerület,035,MSZP-PARBESZED,43
Listas,2019EP,BUDAPEST,Budapest IX. kerület,036,MSZP-PARBESZED,34
Listas,2019EP,BUDAPEST,Budapest IX. kerület,037,MSZP-PARBESZED,22
Listas,2019EP,BUDAPEST,Budapest IX. kerület,038,MSZP-PARBESZED,18
Listas,2019EP,BUDAPEST,Budapest IX. kerület,039,MSZP-PARBESZED,16
Listas,2019EP,BUDAPEST,Budapest IX. kerület,040,MSZP-PARBESZED,11
Listas,2019EP,BUDAPEST,Budapest IX. kerület,041,MSZP-PARBESZED,50
Listas,2019EP,BUDAPEST,Budapest IX. kerület,042,MSZP-PARBESZED,36
Listas,2019EP,BUDAPEST,Budapest IX. kerület,043,MSZP-PARBESZED,42
Listas,2019EP,BUDAPEST,Budapest IX. kerület,044,MSZP-PARBESZED,44
Listas,2019EP,BUDAPEST,Budapest IX. kerület,045,MSZP-PARBESZED,28
Listas,2019EP,BUDAPEST,Budapest IX. kerület,046,MSZP-PARBESZED,23
Listas,2019EP,BUDAPEST,Budapest IX. kerület,047,MSZP-PARBESZED,37
Listas,2019EP,BUDAPEST,Budapest IX. kerület,048,MSZP-PARBESZED,31
Listas,2019EP,BUDAPEST,Budapest IX. kerület,049,MSZP-PARBESZED,47
Listas,2019EP,BUDAPEST,Budapest IX. kerület,050,MSZP-PARBESZED,46
Listas,2019EP,BUDAPEST,Budapest IX. kerület,051,MSZP-PARBESZED,37
Listas,2019EP,BUDAPEST,Budapest IX. kerület,052,MSZP-PARBESZED,44
Listas,2019EP,BUDAPEST,Budapest IX. kerület,053,MSZP-PARBESZED,42
Listas,2019EP,BUDAPEST,Budapest X. kerület,001,MSZP-PARBESZED,46
Listas,2019EP,BUDAPEST,Budapest X. kerület,002,MSZP-PARBESZED,47
Listas,2019EP,BUDAPEST,Budapest X. kerület,003,MSZP-PARBESZED,12
Listas,2019EP,BUDAPEST,Budapest X. kerület,004,MSZP-PARBESZED,13
Listas,2019EP,BUDAPEST,Budapest X. kerület,005,MSZP-PARBESZED,8
Listas,2019EP,BUDAPEST,Budapest X. kerület,006,MSZP-PARBESZED,13
Listas,2019EP,BUDAPEST,Budapest X. kerület,007,MSZP-PARBESZED,17
Listas,2019EP,BUDAPEST,Budapest X. kerület,008,MSZP-PARBESZED,12
Listas,2019EP,BUDAPEST,Budapest X. kerület,009,MSZP-PARBESZED,26
Listas,2019EP,BUDAPEST,Budapest X. kerület,010,MSZP-PARBESZED,22
Listas,2019EP,BUDAPEST,Budapest X. kerület,011,MSZP-PARBESZED,34
Listas,2019EP,BUDAPEST,Budapest X. kerület,012,MSZP-PARBESZED,32
Listas,2019EP,BUDAPEST,Budapest X. kerület,013,MSZP-PARBESZED,21
Listas,2019EP,BUDAPEST,Budapest X. kerület,014,MSZP-PARBESZED,31
Listas,2019EP,BUDAPEST,Budapest X. kerület,015,MSZP-PARBESZED,20
Listas,2019EP,BUDAPEST,Budapest X. kerület,016,MSZP-PARBESZED,30
Listas,2019EP,BUDAPEST,Budapest X. kerület,017,MSZP-PARBESZED,28
Listas,2019EP,BUDAPEST,Budapest X. kerület,018,MSZP-PARBESZED,28
Listas,2019EP,BUDAPEST,Budapest X. kerület,019,MSZP-PARBESZED,31
Listas,2019EP,BUDAPEST,Budapest X. kerület,020,MSZP-PARBESZED,26
Listas,2019EP,BUDAPEST,Budapest X. kerület,021,MSZP-PARBESZED,30
Listas,2019EP,BUDAPEST,Budapest X. kerület,022,MSZP-PARBESZED,35
Listas,2019EP,BUDAPEST,Budapest X. kerület,023,MSZP-PARBESZED,29
Listas,2019EP,BUDAPEST,Budapest X. kerület,024,MSZP-PARBESZED,40
Listas,2019EP,BUDAPEST,Budapest X. kerület,025,MSZP-PARBESZED,26
Listas,2019EP,BUDAPEST,Budapest X. kerület,026,MSZP-PARBESZED,32
Listas,2019EP,BUDAPEST,Budapest X. kerület,027,MSZP-PARBESZED,23
Listas,2019EP,BUDAPEST,Budapest X. kerület,028,MSZP-PARBESZED,29
Listas,2019EP,BUDAPEST,Budapest X. kerület,029,MSZP-PARBESZED,31
Listas,2019EP,BUDAPEST,Budapest X. kerület,030,MSZP-PARBESZED,24
Listas,2019EP,BUDAPEST,Budapest X. kerület,031,MSZP-PARBESZED,46
Listas,2019EP,BUDAPEST,Budapest X. kerület,032,MSZP-PARBESZED,41
Listas,2019EP,BUDAPEST,Budapest X. kerület,033,MSZP-PARBESZED,30
Listas,2019EP,BUDAPEST,Budapest X. kerület,034,MSZP-PARBESZED,30
Listas,2019EP,BUDAPEST,Budapest X. kerület,035,MSZP-PARBESZED,96
Listas,2019EP,BUDAPEST,Budapest X. kerület,036,MSZP-PARBESZED,41
Listas,2019EP,BUDAPEST,Budapest X. kerület,037,MSZP-PARBESZED,29
Listas,2019EP,BUDAPEST,Budapest X. kerület,038,MSZP-PARBESZED,23
Listas,2019EP,BUDAPEST,Budapest X. kerület,039,MSZP-PARBESZED,20
Listas,2019EP,BUDAPEST,Budapest X. kerület,040,MSZP-PARBESZED,20
Listas,2019EP,BUDAPEST,Budapest X. kerület,041,MSZP-PARBESZED,30
Listas,2019EP,BUDAPEST,Budapest X. kerület,042,MSZP-PARBESZED,26
Listas,2019EP,BUDAPEST,Budapest X. kerület,043,MSZP-PARBESZED,21
Listas,2019EP,BUDAPEST,Budapest X. kerület,044,MSZP-PARBESZED,37
Listas,2019EP,BUDAPEST,Budapest X. kerület,045,MSZP-PARBESZED,27
Listas,2019EP,BUDAPEST,Budapest X. kerület,046,MSZP-PARBESZED,13
Listas,2019EP,BUDAPEST,Budapest X. kerület,047,MSZP-PARBESZED,28
Listas,2019EP,BUDAPEST,Budapest X. kerület,048,MSZP-PARBESZED,15
Listas,2019EP,BUDAPEST,Budapest X. kerület,049,MSZP-PARBESZED,16
Listas,2019EP,BUDAPEST,Budapest X. kerület,050,MSZP-PARBESZED,20
Listas,2019EP,BUDAPEST,Budapest X. kerület,051,MSZP-PARBESZED,41
Listas,2019EP,BUDAPEST,Budapest X. kerület,052,MSZP-PARBESZED,21
Listas,2019EP,BUDAPEST,Budapest X. kerület,053,MSZP-PARBESZED,34
Listas,2019EP,BUDAPEST,Budapest X. kerület,054,MSZP-PARBESZED,25
Listas,2019EP,BUDAPEST,Budapest X. kerület,055,MSZP-PARBESZED,28
Listas,2019EP,BUDAPEST,Budapest X. kerület,056,MSZP-PARBESZED,22
Listas,2019EP,BUDAPEST,Budapest X. kerület,057,MSZP-PARBESZED,29
Listas,2019EP,BUDAPEST,Budapest X. kerület,058,MSZP-PARBESZED,22
Listas,2019EP,BUDAPEST,Budapest X. kerület,059,MSZP-PARBESZED,23
Listas,2019EP,BUDAPEST,Budapest X. kerület,060,MSZP-PARBESZED,17
Listas,2019EP,BUDAPEST,Budapest X. kerület,061,MSZP-PARBESZED,32
Listas,2019EP,BUDAPEST,Budapest X. kerület,062,MSZP-PARBESZED,24
Listas,2019EP,BUDAPEST,Budapest X. kerület,063,MSZP-PARBESZED,23
Listas,2019EP,BUDAPEST,Budapest X. kerület,064,MSZP-PARBESZED,33
Listas,2019EP,BUDAPEST,Budapest X. kerület,065,MSZP-PARBESZED,30
Listas,2019EP,BUDAPEST,Budapest X. kerület,066,MSZP-PARBESZED,47
Listas,2019EP,BUDAPEST,Budapest X. kerület,067,MSZP-PARBESZED,30
Listas,2019EP,BUDAPEST,Budapest X. kerület,068,MSZP-PARBESZED,35
Listas,2019EP,BUDAPEST,Budapest X. kerület,069,MSZP-PARBESZED,15
Listas,2019EP,BUDAPEST,Budapest X. kerület,070,MSZP-PARBESZED,39
Listas,2019EP,BUDAPEST,Budapest X. kerület,071,MSZP-PARBESZED,49
Listas,2019EP,BUDAPEST,Budapest X. kerület,072,MSZP-PARBESZED,33
Listas,2019EP,BUDAPEST,Budapest X. kerület,073,MSZP-PARBESZED,30
Listas,2019EP,BUDAPEST,Budapest X. kerület,074,MSZP-PARBESZED,35
Listas,2019EP,BUDAPEST,Budapest X. kerület,075,MSZP-PARBESZED,38
Listas,2019EP,BUDAPEST,Budapest X. kerület,076,MSZP-PARBESZED,33
Listas,2019EP,BUDAPEST,Budapest XI. kerület,001,MSZP-PARBESZED,40
Listas,2019EP,BUDAPEST,Budapest XI. kerület,002,MSZP-PARBESZED,46
Listas,2019EP,BUDAPEST,Budapest XI. kerület,003,MSZP-PARBESZED,31
Listas,2019EP,BUDAPEST,Budapest XI. kerület,004,MSZP-PARBESZED,41
Listas,2019EP,BUDAPEST,Budapest XI. kerület,005,MSZP-PARBESZED,42
Listas,2019EP,BUDAPEST,Budapest XI. kerület,006,MSZP-PARBESZED,27
Listas,2019EP,BUDAPEST,Budapest XI. kerület,007,MSZP-PARBESZED,32
Listas,2019EP,BUDAPEST,Budapest XI. kerület,008,MSZP-PARBESZED,14
Listas,2019EP,BUDAPEST,Budapest XI. kerület,009,MSZP-PARBESZED,31
Listas,2019EP,BUDAPEST,Budapest XI. kerület,010,MSZP-PARBESZED,39
Listas,2019EP,BUDAPEST,Budapest XI. kerület,011,MSZP-PARBESZED,65
Listas,2019EP,BUDAPEST,Budapest XI. kerület,012,MSZP-PARBESZED,33
Listas,2019EP,BUDAPEST,Budapest XI. kerület,013,MSZP-PARBESZED,34
Listas,2019EP,BUDAPEST,Budapest XI. kerület,014,MSZP-PARBESZED,55
Listas,2019EP,BUDAPEST,Budapest XI. kerület,015,MSZP-PARBESZED,50
Listas,2019EP,BUDAPEST,Budapest XI. kerület,016,MSZP-PARBESZED,43
Listas,2019EP,BUDAPEST,Budapest XI. kerület,017,MSZP-PARBESZED,44
Listas,2019EP,BUDAPEST,Budapest XI. kerület,018,MSZP-PARBESZED,38
Listas,2019EP,BUDAPEST,Budapest XI. kerület,019,MSZP-PARBESZED,43
Listas,2019EP,BUDAPEST,Budapest XI. kerület,020,MSZP-PARBESZED,38
Listas,2019EP,BUDAPEST,Budapest XI. kerület,021,MSZP-PARBESZED,57
Listas,2019EP,BUDAPEST,Budapest XI. kerület,022,MSZP-PARBESZED,39
Listas,2019EP,BUDAPEST,Budapest XI. kerület,023,MSZP-PARBESZED,53
Listas,2019EP,BUDAPEST,Budapest XI. kerület,024,MSZP-PARBESZED,26
Listas,2019EP,BUDAPEST,Budapest XI. kerület,025,MSZP-PARBESZED,43
Listas,2019EP,BUDAPEST,Budapest XI. kerület,026,MSZP-PARBESZED,46
Listas,2019EP,BUDAPEST,Budapest XI. kerület,027,MSZP-PARBESZED,47
Listas,2019EP,BUDAPEST,Budapest XI. kerület,028,MSZP-PARBESZED,37
Listas,2019EP,BUDAPEST,Budapest XI. kerület,029,MSZP-PARBESZED,37
Listas,2019EP,BUDAPEST,Budapest XI. kerület,030,MSZP-PARBESZED,35
Listas,2019EP,BUDAPEST,Budapest XI. kerület,031,MSZP-PARBESZED,56
Listas,2019EP,BUDAPEST,Budapest XI. kerület,032,MSZP-PARBESZED,56
Listas,2019EP,BUDAPEST,Budapest XI. kerület,033,MSZP-PARBESZED,29
Listas,2019EP,BUDAPEST,Budapest XI. kerület,034,MSZP-PARBESZED,51
Listas,2019EP,BUDAPEST,Budapest XI. kerület,035,MSZP-PARBESZED,34
Listas,2019EP,BUDAPEST,Budapest XI. kerület,036,MSZP-PARBESZED,47
Listas,2019EP,BUDAPEST,Budapest XI. kerület,037,MSZP-PARBESZED,49
Listas,2019EP,BUDAPEST,Budapest XI. kerület,038,MSZP-PARBESZED,41
Listas,2019EP,BUDAPEST,Budapest XI. kerület,039,MSZP-PARBESZED,41
Listas,2019EP,BUDAPEST,Budapest XI. kerület,040,MSZP-PARBESZED,47
Listas,2019EP,BUDAPEST,Budapest XI. kerület,041,MSZP-PARBESZED,51
Listas,2019EP,BUDAPEST,Budapest XI. kerület,042,MSZP-PARBESZED,40
Listas,2019EP,BUDAPEST,Budapest XI. kerület,043,MSZP-PARBESZED,44
Listas,2019EP,BUDAPEST,Budapest XI. kerület,044,MSZP-PARBESZED,47
Listas,2019EP,BUDAPEST,Budapest XI. kerület,045,MSZP-PARBESZED,48
Listas,2019EP,BUDAPEST,Budapest XI. kerület,046,MSZP-PARBESZED,60
Listas,2019EP,BUDAPEST,Budapest XI. kerület,047,MSZP-PARBESZED,65
Listas,2019EP,BUDAPEST,Budapest XI. kerület,048,MSZP-PARBESZED,56
Listas,2019EP,BUDAPEST,Budapest XI. kerület,049,MSZP-PARBESZED,41
Listas,2019EP,BUDAPEST,Budapest XI. kerület,050,MSZP-PARBESZED,39
Listas,2019EP,BUDAPEST,Budapest XI. kerület,051,MSZP-PARBESZED,57
Listas,2019EP,BUDAPEST,Budapest XI. kerület,052,MSZP-PARBESZED,40
Listas,2019EP,BUDAPEST,Budapest XI. kerület,053,MSZP-PARBESZED,53
Listas,2019EP,BUDAPEST,Budapest XI. kerület,054,MSZP-PARBESZED,41
Listas,2019EP,BUDAPEST,Budapest XI. kerület,055,MSZP-PARBESZED,49
Listas,2019EP,BUDAPEST,Budapest XI. kerület,056,MSZP-PARBESZED,165
Listas,2019EP,BUDAPEST,Budapest XI. kerület,057,MSZP-PARBESZED,26
Listas,2019EP,BUDAPEST,Budapest XI. kerület,058,MSZP-PARBESZED,33
Listas,2019EP,BUDAPEST,Budapest XI. kerület,059,MSZP-PARBESZED,47
Listas,2019EP,BUDAPEST,Budapest XI. kerület,060,MSZP-PARBESZED,47
Listas,2019EP,BUDAPEST,Budapest XI. kerület,061,MSZP-PARBESZED,64
Listas,2019EP,BUDAPEST,Budapest XI. kerület,062,MSZP-PARBESZED,72
Listas,2019EP,BUDAPEST,Budapest XI. kerület,063,MSZP-PARBESZED,58
Listas,2019EP,BUDAPEST,Budapest XI. kerület,064,MSZP-PARBESZED,49
Listas,2019EP,BUDAPEST,Budapest XI. kerület,065,MSZP-PARBESZED,77
Listas,2019EP,BUDAPEST,Budapest XI. kerület,066,MSZP-PARBESZED,37
Listas,2019EP,BUDAPEST,Budapest XI. kerület,067,MSZP-PARBESZED,49
Listas,2019EP,BUDAPEST,Budapest XI. kerület,068,MSZP-PARBESZED,23
Listas,2019EP,BUDAPEST,Budapest XI. kerület,069,MSZP-PARBESZED,49
Listas,2019EP,BUDAPEST,Budapest XI. kerület,070,MSZP-PARBESZED,62
Listas,2019EP,BUDAPEST,Budapest XI. kerület,071,MSZP-PARBESZED,42
Listas,2019EP,BUDAPEST,Budapest XI. kerület,072,MSZP-PARBESZED,36
Listas,2019EP,BUDAPEST,Budapest XI. kerület,073,MSZP-PARBESZED,59
Listas,2019EP,BUDAPEST,Budapest XI. kerület,074,MSZP-PARBESZED,47
Listas,2019EP,BUDAPEST,Budapest XI. kerület,075,MSZP-PARBESZED,49
Listas,2019EP,BUDAPEST,Budapest XI. kerület,076,MSZP-PARBESZED,64
Listas,2019EP,BUDAPEST,Budapest XI. kerület,077,MSZP-PARBESZED,70
Listas,2019EP,BUDAPEST,Budapest XI. kerület,078,MSZP-PARBESZED,52
Listas,2019EP,BUDAPEST,Budapest XI. kerület,079,MSZP-PARBESZED,52
Listas,2019EP,BUDAPEST,Budapest XI. kerület,080,MSZP-PARBESZED,44
Listas,2019EP,BUDAPEST,Budapest XI. kerület,081,MSZP-PARBESZED,49
