SZAVAZOKOR,MEGYEKOD,MEGYE,OEVK,TELEPULES_SORSZAM,TELEPULES,SZAVKORCIM,AKADALYMENTES,ATJELENTKEZOK
09-018-232,09,HAJDÚ-BIHAR,01,018,Debrecen,Rózsavölgy utca 23. (Általános Iskola),Nem,Nem
09-018-233,09,HAJDÚ-BIHAR,01,018,Debrecen,Józsakert utca 9. (Általános Iskola),Nem,Nem
09-018-234,09,HAJDÚ-BIHAR,01,018,Debrecen,Józsakert utca 9. (Általános Iskola),Nem,Nem
09-018-235,09,HAJDÚ-BIHAR,01,018,Debrecen,Gönczy Pál utca 1-3. (Általános Iskola),Nem,Nem
09-018-236,09,HAJDÚ-BIHAR,01,018,Debrecen,Gönczy Pál utca 1-3. (Általános Iskola),Nem,Nem
09-019-001,09,HAJDÚ-BIHAR,04,019,Derecske,Malom utca 9. (Petõfi Mezõgazdasági Kft.),Nem,Nem
09-019-002,09,HAJDÚ-BIHAR,04,019,Derecske,Szováti út 2. (Bocskai István Általános Iskola),Igen,Nem
09-019-003,09,HAJDÚ-BIHAR,04,019,Derecske,Köztársaság út 87. (Polgármesteri Hivatal),Igen,Igen
09-019-004,09,HAJDÚ-BIHAR,04,019,Derecske,Kinizsi utca 3. (Mese-Vár Óvoda),Igen,Nem
09-019-005,09,HAJDÚ-BIHAR,04,019,Derecske,Kinizsi utca 3. (Mese-Vár Óvoda),Igen,Nem
09-019-006,09,HAJDÚ-BIHAR,04,019,Derecske,Köztársaság út 107. (Mûvelõdési Központ),Igen,Nem
09-019-007,09,HAJDÚ-BIHAR,04,019,Derecske,Köztársaság út 107. (Mûvelõdési Központ),Igen,Nem
09-019-008,09,HAJDÚ-BIHAR,04,019,Derecske,"Damjanich utca 5/A. (Irodaépület, volt óvoda)",Igen,Nem
09-020-001,09,HAJDÚ-BIHAR,05,020,Ebes,Ady Endre utca 6-8. (Községi Könyvtár),Igen,Igen
09-020-002,09,HAJDÚ-BIHAR,05,020,Ebes,Széchenyi tér 5. (Általános Iskola),Igen,Nem
09-020-003,09,HAJDÚ-BIHAR,05,020,Ebes,Kossuth u. 32. (Mûvelõdési Ház),Nem,Nem
09-020-004,09,HAJDÚ-BIHAR,05,020,Ebes,Rákóczi u. 13. (Családsegítõ),Igen,Nem
09-021-001,09,HAJDÚ-BIHAR,05,021,Egyek,Fõ tér 22. (Alkotóház),Igen,Igen
09-021-002,09,HAJDÚ-BIHAR,05,021,Egyek,Fõ utca 1. (Iskola),Igen,Nem
09-021-003,09,HAJDÚ-BIHAR,05,021,Egyek,Óvoda utca 8.  (Óvoda),Igen,Nem
09-021-004,09,HAJDÚ-BIHAR,05,021,Egyek,Hunyadi János utca 48/F. (Könyvtár),Igen,Nem
09-021-005,09,HAJDÚ-BIHAR,05,021,Egyek,Béke utca 21. (Iskola),Igen,Nem
09-021-006,09,HAJDÚ-BIHAR,05,021,Egyek,Teleki utca 61. (Iskola),Igen,Nem
09-021-007,09,HAJDÚ-BIHAR,05,021,Egyek,Szabadság utca 2. (MEDICOR),Igen,Nem
09-022-001,09,HAJDÚ-BIHAR,04,022,Esztár,Kossuth utca 1.,Igen,Igen
09-023-001,09,HAJDÚ-BIHAR,06,023,Folyás,Kossuth utca 13. (Önkormányzati Hivatal),Igen,Igen
09-024-001,09,HAJDÚ-BIHAR,05,024,Földes,Kállai u. 25.  /Kállai úti óvoda/,Igen,Nem
09-024-002,09,HAJDÚ-BIHAR,05,024,Földes,Karácsony S. tér 1. (Gyermjól. Szolg. régi ép.),Nem,Nem
09-024-003,09,HAJDÚ-BIHAR,05,024,Földes,Rákóczi utca 5.  /Szoc. Szolg. központ/,Igen,Igen
09-024-004,09,HAJDÚ-BIHAR,05,024,Földes,Fõ u. 4. sz. (IRODAHÁZ),Igen,Nem
09-025-001,09,HAJDÚ-BIHAR,04,025,Furta,Petõfi út 1. (Mûvelõdési Ház),Igen,Igen
09-026-001,09,HAJDÚ-BIHAR,03,026,Fülöp,Arany János utca 117.,Igen,Nem
09-026-002,09,HAJDÚ-BIHAR,03,026,Fülöp,Arany János utca 21.,Igen,Igen
09-026-003,09,HAJDÚ-BIHAR,03,026,Fülöp,Kossuth Lajos utca 30.,Nem,Nem
09-026-004,09,HAJDÚ-BIHAR,03,026,Fülöp,Bánháza  út 32.,Nem,Nem
09-027-001,09,HAJDÚ-BIHAR,04,027,Gáborján,Fõ utca 106. (Önkormányzat),Igen,Igen
09-028-001,09,HAJDÚ-BIHAR,06,028,Görbeháza,Iskola utca 14. (Mûvelõdési Ház),Igen,Igen
09-028-002,09,HAJDÚ-BIHAR,06,028,Görbeháza,Széchenyi utca 9. (Általános Iskola),Igen,Nem
09-028-003,09,HAJDÚ-BIHAR,06,028,Görbeháza,Orgona utca 6.,Nem,Nem
09-029-001,09,HAJDÚ-BIHAR,04,029,Hajdúbagos,Nagy utca 101. (Faluház),Igen,Igen
09-029-002,09,HAJDÚ-BIHAR,04,029,Hajdúbagos,Iskola u. 18.,Igen,Nem
09-030-001,09,HAJDÚ-BIHAR,06,030,Hajdúböszörmény,Tizenhárom vértanú utca 1. (Bethlen G. Ált. Isk.),Igen,Nem
09-030-002,09,HAJDÚ-BIHAR,06,030,Hajdúböszörmény,Tizenhárom vértanú utca 1. (Bethlen G. Ált. Isk.),Igen,Nem
09-030-003,09,HAJDÚ-BIHAR,06,030,Hajdúböszörmény,Krúdy Gyula utca 11-15. (Hajdúvidi Iskola),Nem,Nem
09-030-004,09,HAJDÚ-BIHAR,06,030,Hajdúböszörmény,Weszprémy Gáspár utca 5. (Napsugár Óvoda),Igen,Nem
09-030-005,09,HAJDÚ-BIHAR,06,030,Hajdúböszörmény,Kölcsey Ferenc utca 1. (Csillagvár Óvoda),Nem,Nem
09-030-006,09,HAJDÚ-BIHAR,06,030,Hajdúböszörmény,Dobó István utca 2. (volt iskola),Igen,Nem
09-030-007,09,HAJDÚ-BIHAR,06,030,Hajdúböszörmény,Dobó István utca 2. (volt iskola),Igen,Nem
09-030-008,09,HAJDÚ-BIHAR,06,030,Hajdúböszörmény,Rókahát utca 6. (Pródi  Iskola),Nem,Nem
09-030-009,09,HAJDÚ-BIHAR,06,030,Hajdúböszörmény,Erdély utca 37. (Középkerti Ált. Iskola),Igen,Nem
09-030-010,09,HAJDÚ-BIHAR,06,030,Hajdúböszörmény,Erdély utca 37. (Középkerti Ált. Iskola),Igen,Nem
09-030-011,09,HAJDÚ-BIHAR,06,030,Hajdúböszörmény,Erdély utca 37. (Középkerti Ált. Iskola),Igen,Nem
09-030-012,09,HAJDÚ-BIHAR,06,030,Hajdúböszörmény,Kálvin tér 7-9.  (ESZ-V Nonprofit Kft.),Igen,Nem
09-030-013,09,HAJDÚ-BIHAR,06,030,Hajdúböszörmény,Erdély utca 37. (Középkerti Ált. Iskola),Igen,Nem
09-030-014,09,HAJDÚ-BIHAR,06,030,Hajdúböszörmény,Benedek J. utca felõl (Bocskai I. Ált. Iskola),Nem,Nem
09-030-015,09,HAJDÚ-BIHAR,06,030,Hajdúböszörmény,Csomaközi András utca 3. (Munkaügyi Központ),Igen,Igen
09-030-016,09,HAJDÚ-BIHAR,06,030,Hajdúböszörmény,Toldi Miklós utca  (Db-i Egyetem Gyakorló Óvoda),Igen,Nem
09-030-017,09,HAJDÚ-BIHAR,06,030,Hajdúböszörmény,Enyingi Török Bálint u. 5/A (VeressF.Szakk.Iskola),Igen,Nem
09-030-018,09,HAJDÚ-BIHAR,06,030,Hajdúböszörmény,Enyingi Török Bálint u. 5/A (VeressF.Szakk.Iskola),Igen,Nem
09-030-019,09,HAJDÚ-BIHAR,06,030,Hajdúböszörmény,Kert utca 24. (Tavaszkert Közösségi Ház),Nem,Nem
09-030-020,09,HAJDÚ-BIHAR,06,030,Hajdúböszörmény,Polgári utca 48-50. (Napsugár Óvoda),Igen,Nem
09-030-021,09,HAJDÚ-BIHAR,06,030,Hajdúböszörmény,Eötvös József utca 10. (Eötvös J. Ált. Isk.és AMI),Igen,Nem
09-030-022,09,HAJDÚ-BIHAR,06,030,Hajdúböszörmény,Désány I.u.1-9. (DE Gyermeknev. és Gyógyped.Kar),Igen,Nem
09-030-023,09,HAJDÚ-BIHAR,06,030,Hajdúböszörmény,Kórház tér 1. (TOP Holding Zrt.),Igen,Nem
09-030-024,09,HAJDÚ-BIHAR,06,030,Hajdúböszörmény,Esze Tamás utca 2-4. (Kincskeresõ Óvoda),Nem,Nem
09-030-025,09,HAJDÚ-BIHAR,06,030,Hajdúböszörmény,Vásár tér 27. (Városi Sportszolgáltató Kft.),Igen,Nem
09-030-026,09,HAJDÚ-BIHAR,06,030,Hajdúböszörmény,Vákáncsos utca 43. (Zeleméry L. Ált. Iskola),Nem,Nem
09-030-027,09,HAJDÚ-BIHAR,06,030,Hajdúböszörmény,Vákáncsos utca 43. (Zeleméry L. Ált. Iskola),Nem,Nem
09-031-001,09,HAJDÚ-BIHAR,06,031,Hajdúdorog,Tokaji út 4.,Igen,Igen
09-031-002,09,HAJDÚ-BIHAR,06,031,Hajdúdorog,Sarok utca 1.,Igen,Nem
09-031-003,09,HAJDÚ-BIHAR,06,031,Hajdúdorog,Böszörményi út 17.,Igen,Nem
09-031-004,09,HAJDÚ-BIHAR,06,031,Hajdúdorog,Ady Endre utca 23-27.,Igen,Nem
09-031-005,09,HAJDÚ-BIHAR,06,031,Hajdúdorog,Kórház utca 19.,Nem,Nem
09-031-006,09,HAJDÚ-BIHAR,06,031,Hajdúdorog,Nánási út 5-7.,Nem,Nem
09-031-007,09,HAJDÚ-BIHAR,06,031,Hajdúdorog,Méntelep utca 14.,Nem,Nem
09-031-008,09,HAJDÚ-BIHAR,06,031,Hajdúdorog,Tokaji út 81.,Igen,Nem
09-032-001,09,HAJDÚ-BIHAR,03,032,Hajdúhadház,Rákóczi u. 52.  (Földi J. Kéttannyelvû Ált. Isk.),Nem,Nem
09-032-002,09,HAJDÚ-BIHAR,03,032,Hajdúhadház,Szilágyi D. u. 2-4. (Földi J. Kéttan. Ált. Isk.),Igen,Nem
09-032-003,09,HAJDÚ-BIHAR,03,032,Hajdúhadház,Petõfi utca 1/a (Óvoda),Nem,Nem
09-032-004,09,HAJDÚ-BIHAR,03,032,Hajdúhadház,Béke utca 54/b. (Családsegítõ),Igen,Nem
09-032-005,09,HAJDÚ-BIHAR,03,032,Hajdúhadház,Bercsényi u. 23. (Óvoda),Igen,Nem
09-032-006,09,HAJDÚ-BIHAR,03,032,Hajdúhadház,Kazinczy u. 2. (Szociális Gondozási Központ),Igen,Nem
09-032-007,09,HAJDÚ-BIHAR,03,032,Hajdúhadház,Bocskai tér 3.  (Mûvelõdési Ház),Igen,Igen
09-032-008,09,HAJDÚ-BIHAR,03,032,Hajdúhadház,Földi J u. 57. (Szakiskola),Nem,Nem
09-032-009,09,HAJDÚ-BIHAR,03,032,Hajdúhadház,Fényes Telepi Iskola,Nem,Nem
09-033-001,09,HAJDÚ-BIHAR,06,033,Hajdúnánás,Köztársaság tér 6. (Mûvelõdési Központ),Igen,Igen
09-033-002,09,HAJDÚ-BIHAR,06,033,Hajdúnánás,Köztársaság tér 6. (Mûvelõdési Központ),Igen,Nem
09-033-003,09,HAJDÚ-BIHAR,06,033,Hajdúnánás,Iskola utca 3. (Iskola),Igen,Nem
09-033-004,09,HAJDÚ-BIHAR,06,033,Hajdúnánás,Polgári utca 71. (Iskola),Igen,Nem
09-033-005,09,HAJDÚ-BIHAR,06,033,Hajdúnánás,Hunyadi utca 107. (volt Óvoda),Igen,Nem
09-033-006,09,HAJDÚ-BIHAR,06,033,Hajdúnánás,Hunyadi utca 107. (volt Óvoda),Igen,Nem
09-033-007,09,HAJDÚ-BIHAR,06,033,Hajdúnánás,Baross utca 11. (Iskola),Igen,Nem
09-033-008,09,HAJDÚ-BIHAR,06,033,Hajdúnánás,Baross utca 11. (Iskola),Igen,Nem
09-033-009,09,HAJDÚ-BIHAR,06,033,Hajdúnánás,Baross utca 11. (Iskola),Igen,Nem
09-033-010,09,HAJDÚ-BIHAR,06,033,Hajdúnánás,Bocskai utca 29. (Gimnázium),Igen,Nem
09-033-011,09,HAJDÚ-BIHAR,06,033,Hajdúnánás,Bocskai utca 29. (Gimnázium),Igen,Nem
09-033-012,09,HAJDÚ-BIHAR,06,033,Hajdúnánás,Magyar utca 104. (Iskola),Igen,Nem
09-033-013,09,HAJDÚ-BIHAR,06,033,Hajdúnánás,Magyar utca 104.  (Iskola),Igen,Nem
09-033-014,09,HAJDÚ-BIHAR,06,033,Hajdúnánás,Perczel utca 12. (Óvoda),Nem,Nem
09-033-015,09,HAJDÚ-BIHAR,06,033,Hajdúnánás,Perczel utca 12. (Óvoda),Nem,Nem
09-033-016,09,HAJDÚ-BIHAR,06,033,Hajdúnánás,Kossuth utca 22. (HÉPSZOLG Kft.),Nem,Nem
09-033-017,09,HAJDÚ-BIHAR,06,033,Hajdúnánás,Kossuth utca 22. (HÉPSZOLG Kft.),Nem,Nem
09-033-018,09,HAJDÚ-BIHAR,06,033,Hajdúnánás,Elõháti utca 1. (Óvoda),Igen,Nem
09-034-001,09,HAJDÚ-BIHAR,03,034,Hajdúsámson,Radnóti utca 2. (Oktatóterem),Nem,Nem
09-034-002,09,HAJDÚ-BIHAR,03,034,Hajdúsámson,Kossuth út 11-17. (Eszterlánc Óvoda),Igen,Igen
09-034-003,09,HAJDÚ-BIHAR,03,034,Hajdúsámson,Jókai utca 61. (Általános Iskola),Nem,Nem
09-034-004,09,HAJDÚ-BIHAR,03,034,Hajdúsámson,Árpád út 22/a. (Gyermekjóléti Szolgálat),Igen,Nem
09-034-005,09,HAJDÚ-BIHAR,03,034,Hajdúsámson,Csokonai utca 2.,Nem,Nem
09-034-006,09,HAJDÚ-BIHAR,03,034,Hajdúsámson,Jókai utca 61. (Általános Iskola),Nem,Nem
09-034-007,09,HAJDÚ-BIHAR,03,034,Hajdúsámson,Martinka Iskola utca 13. (Közösségi Ház),Igen,Nem
09-034-008,09,HAJDÚ-BIHAR,03,034,Hajdúsámson,Sámsonkert Fõ utca 41. (Általános Iskola),Igen,Nem
09-034-009,09,HAJDÚ-BIHAR,03,034,Hajdúsámson,Sámsonkert Fõ utca 41. (Általános Iskola),Igen,Nem
09-035-001,09,HAJDÚ-BIHAR,05,035,Hajdúszoboszló,Hõsök tere 1. (Városháza),Igen,Igen
09-035-002,09,HAJDÚ-BIHAR,05,035,Hajdúszoboszló,Kossuth utca 15. (Szoc. Szolg. Központ),Igen,Nem
09-035-003,09,HAJDÚ-BIHAR,05,035,Hajdúszoboszló,Szilfákalja utca 1-3. (Egészségház),Igen,Nem
09-035-004,09,HAJDÚ-BIHAR,05,035,Hajdúszoboszló,Szilfákalja utca 1-3. (Egészségház),Igen,Nem
09-035-005,09,HAJDÚ-BIHAR,05,035,Hajdúszoboszló,Kölcsey Ferenc utca 2-4. (Thököly Imre Ált. Isk.),Nem,Nem
09-035-006,09,HAJDÚ-BIHAR,05,035,Hajdúszoboszló,József Attila utca 25. (Bocskai I. Szakképzõ Isk.),Nem,Nem
09-035-007,09,HAJDÚ-BIHAR,05,035,Hajdúszoboszló,Gönczy Pál utca 15. (Középiskolai Kollégium),Nem,Nem
09-035-008,09,HAJDÚ-BIHAR,05,035,Hajdúszoboszló,Ady Endre utca 54. (Manókert Óvoda),Nem,Nem
09-035-009,09,HAJDÚ-BIHAR,05,035,Hajdúszoboszló,Nyugati sor 5. (Városgazdálkodási Zrt.),Nem,Nem
09-035-010,09,HAJDÚ-BIHAR,05,035,Hajdúszoboszló,Törökdomb utca 11. (Lurkó Óvoda),Nem,Nem
09-035-011,09,HAJDÚ-BIHAR,05,035,Hajdúszoboszló,Dózsa György utca 14. (Munkaügyi Központ),Nem,Nem
09-035-012,09,HAJDÚ-BIHAR,05,035,Hajdúszoboszló,Rákóczi utca 44. (Hõgyes E. Gimnázium),Igen,Nem
09-035-013,09,HAJDÚ-BIHAR,05,035,Hajdúszoboszló,Rákóczi utca 58-64. (volt 3. Számú Ált. Isk.),Nem,Nem
09-035-014,09,HAJDÚ-BIHAR,05,035,Hajdúszoboszló,Rákóczi utca 84. (Bambínó Óvoda),Nem,Nem
09-035-015,09,HAJDÚ-BIHAR,05,035,Hajdúszoboszló,Arany János utca 2. (Bárdos Lajos Ált. Isk.),Nem,Nem
09-035-016,09,HAJDÚ-BIHAR,05,035,Hajdúszoboszló,Hõforrás utca 143. (Pávai Vajna Ferenc Ált. Isk.),Nem,Nem
09-035-017,09,HAJDÚ-BIHAR,05,035,Hajdúszoboszló,Hõforrás utca 105/C. (Szociális Otthon),Igen,Nem
09-035-018,09,HAJDÚ-BIHAR,05,035,Hajdúszoboszló,Hõforrás utca 145. (Liget Óvoda),Nem,Nem
09-035-019,09,HAJDÚ-BIHAR,05,035,Hajdúszoboszló,Attila utca 51. (Szivárvány Óvoda),Nem,Nem
09-035-020,09,HAJDÚ-BIHAR,05,035,Hajdúszoboszló,Oláh Gábor utca 16. (Vízmûtelep),Nem,Nem
09-036-001,09,HAJDÚ-BIHAR,05,036,Hajdúszovát,Maklári P. M. utca 2. (Központi Iskola),Igen,Igen
09-036-002,09,HAJDÚ-BIHAR,05,036,Hajdúszovát,Ady Endre utca 2. (Idõsek Klubja),Igen,Nem
09-036-003,09,HAJDÚ-BIHAR,05,036,Hajdúszovát,Széchenyi István utca 4. (Régi Napközis Iskola),Nem,Nem
09-037-001,09,HAJDÚ-BIHAR,04,037,Hencida,Kossuth tér 1.,Igen,Igen
09-038-001,09,HAJDÚ-BIHAR,05,038,Hortobágy,Czinege J. utca 1.,Igen,Igen
09-038-002,09,HAJDÚ-BIHAR,05,038,Hortobágy,Szásztelek irodaház,Nem,Nem
09-039-001,09,HAJDÚ-BIHAR,04,039,Hosszúpályi,Debreceni utca 2. (Mûvelõdési Ház),Igen,Igen
09-039-002,09,HAJDÚ-BIHAR,04,039,Hosszúpályi,Szabadság tér  30. (Központi Iskola),Nem,Nem
09-039-003,09,HAJDÚ-BIHAR,04,039,Hosszúpályi,Szabadság tér 29. (Kisemeletes Iskola),Nem,Nem
09-039-004,09,HAJDÚ-BIHAR,04,039,Hosszúpályi,Debreceni utca 2. (Mûvelõdési Ház),Igen,Nem
09-040-001,09,HAJDÚ-BIHAR,05,040,Kaba,Szabadság tér 9. sz. (Mûvelõdési Ház),Igen,Igen
09-040-002,09,HAJDÚ-BIHAR,05,040,Kaba,Jókai utca 4.sz. (Támasz Szociális Központ),Igen,Nem
09-040-003,09,HAJDÚ-BIHAR,05,040,Kaba,Kossuth Lajos utca 3.sz. (Kultúr Iskola),Igen,Nem
09-040-004,09,HAJDÚ-BIHAR,05,040,Kaba,Batthyány utca 8.sz. (Hétszínvirág Óvoda),Nem,Nem
09-040-005,09,HAJDÚ-BIHAR,05,040,Kaba,Rákóczi út 79.sz. (Napsugár Óvoda),Nem,Nem
09-041-001,09,HAJDÚ-BIHAR,04,041,Kismarja,Bocskai u. 18. (Klubkönyvtár),Igen,Igen
09-042-001,09,HAJDÚ-BIHAR,03,042,Kokad,Kossuth u. 55. (Mûvelõdési Ház),Igen,Igen
09-043-001,09,HAJDÚ-BIHAR,04,043,Komádi,Köztársaság útja 15. (Óvoda),Igen,Nem
09-043-002,09,HAJDÚ-BIHAR,04,043,Komádi,Hõsök tere 4. (Polgármesteri Hivatal),Igen,Igen
09-043-003,09,HAJDÚ-BIHAR,04,043,Komádi,Szent István útja 19. (Óvoda),Igen,Nem
09-043-004,09,HAJDÚ-BIHAR,04,043,Komádi,Fõ utca 5-9. (Közösségi ház),Igen,Nem
09-043-005,09,HAJDÚ-BIHAR,04,043,Komádi,Fõ utca 53. (Napközi Otthon),Igen,Nem
09-043-006,09,HAJDÚ-BIHAR,04,043,Komádi,Fõ utca 94. (Iskola),Igen,Nem
09-043-007,09,HAJDÚ-BIHAR,04,043,Komádi,Fõ utca 121. (Óvoda),Igen,Nem
09-043-008,09,HAJDÚ-BIHAR,04,043,Komádi,Dobai utca 2/B.,Igen,Nem
09-044-001,09,HAJDÚ-BIHAR,04,044,Konyár,Rákóczi utca 11. (Mûvelõdési Ház),Igen,Igen
09-044-002,09,HAJDÚ-BIHAR,04,044,Konyár,Rákóczi utca 9. (Általános Iskola),Nem,Nem
09-045-001,09,HAJDÚ-BIHAR,04,045,Körösszakál,Piac tér 1. (Polgármesteri Hivatal),Igen,Igen
09-046-001,09,HAJDÚ-BIHAR,04,046,Körösszegapáti,Kossuth utca 50. (Kultúrház),Igen,Igen
09-046-002,09,HAJDÚ-BIHAR,04,046,Körösszegapáti,Körmösdpuszta Tisza István utca 6. (OrvosiRendelõ),Nem,Nem
09-047-001,09,HAJDÚ-BIHAR,03,047,Létavértes,Árpád tér 7. (Nagyterem),Igen,Igen
09-047-002,09,HAJDÚ-BIHAR,03,047,Létavértes,Kossuth utca 1.,Nem,Nem
09-047-003,09,HAJDÚ-BIHAR,03,047,Létavértes,Árpád tér 10.,Nem,Nem
09-047-004,09,HAJDÚ-BIHAR,03,047,Létavértes,Árpád tér 7.,Igen,Nem
09-047-005,09,HAJDÚ-BIHAR,03,047,Létavértes,Kassai utca 5.,Nem,Nem
09-047-006,09,HAJDÚ-BIHAR,03,047,Létavértes,Kassai utca 16.,Nem,Nem
09-048-001,09,HAJDÚ-BIHAR,04,048,Magyarhomorog,Árpád utca 49. (Kultúrház),Igen,Igen
09-049-001,09,HAJDÚ-BIHAR,04,049,Mezõpeterd,Petõfi u. 13. (Faluház),Igen,Igen
09-050-001,09,HAJDÚ-BIHAR,04,050,Mezõsas,Nagy Sándor utca 49.,Igen,Igen
09-051-001,09,HAJDÚ-BIHAR,04,051,Mikepércs,Nagyváradi u. 1. (Hunyadi János Általános Iskola),Igen,Nem
09-051-002,09,HAJDÚ-BIHAR,04,051,Mikepércs,Nagyváradi u. 1. (Hunyadi János Általános Iskola),Igen,Nem
09-051-003,09,HAJDÚ-BIHAR,04,051,Mikepércs,Nagyváradi u. 1. (Hunyadi János Általános Iskola),Igen,Nem
09-051-004,09,HAJDÚ-BIHAR,04,051,Mikepércs,Nagyváradi u. 1. (Hunyadi János Általános Iskola),Igen,Igen
09-052-001,09,HAJDÚ-BIHAR,04,052,Monostorpályi,Landler tér 5. (Általános Iskola),Igen,Nem
09-052-002,09,HAJDÚ-BIHAR,04,052,Monostorpályi,Kossuth utca 50. (Gondozási Központ),Igen,Igen
09-053-001,09,HAJDÚ-BIHAR,05,053,Nagyhegyes,Kossuth utca 30/A. (Tündérkert Óvoda),Igen,Nem
09-053-002,09,HAJDÚ-BIHAR,05,053,Nagyhegyes,Kossuth utca 39. (Általános Iskola),Igen,Igen
09-054-001,09,HAJDÚ-BIHAR,04,054,Nagykereki,Kossuth utca 2. (Óvoda),Igen,Igen
09-055-001,09,HAJDÚ-BIHAR,04,055,Nagyrábé,Kossuth út  5. (Községháza),Igen,Igen
09-055-002,09,HAJDÚ-BIHAR,04,055,Nagyrábé,Rétszentmiklósi út 2/C. (Iskola Étkezõ),Igen,Nem
09-056-001,09,HAJDÚ-BIHAR,05,056,Nádudvar,Ady tér 10. (Mûvelõdési központ),Igen,Igen
09-056-002,09,HAJDÚ-BIHAR,05,056,Nádudvar,Fõ út 50. (Szoc. Szolgáltató központ),Igen,Nem
09-056-003,09,HAJDÚ-BIHAR,05,056,Nádudvar,Kossuth utca 8. (Napfény Óvoda és Bölcsõde),Igen,Nem
09-056-004,09,HAJDÚ-BIHAR,05,056,Nádudvar,Puskin utca 13.  (Százszorszép Tagóvoda),Igen,Nem
09-056-005,09,HAJDÚ-BIHAR,05,056,Nádudvar,Fõ út 76. (Tolbuchin úti iskola),Igen,Nem
09-056-006,09,HAJDÚ-BIHAR,05,056,Nádudvar,Fõ út 179. (Vadvirág Tagóvoda),Igen,Nem
09-056-007,09,HAJDÚ-BIHAR,05,056,Nádudvar,Fõ út 133. (Általános Iskola),Igen,Nem
09-057-001,09,HAJDÚ-BIHAR,03,057,Nyíracsád,Rákóczi u. 17.,Nem,Nem
09-057-002,09,HAJDÚ-BIHAR,03,057,Nyíracsád,Szatmári u. 8.,Nem,Nem
09-057-003,09,HAJDÚ-BIHAR,03,057,Nyíracsád,Kossuth u. 23.,Nem,Nem
09-057-004,09,HAJDÚ-BIHAR,03,057,Nyíracsád,Kassai u. 6.,Igen,Igen
09-057-005,09,HAJDÚ-BIHAR,03,057,Nyíracsád,Buzita tanya 30. (Kéktúra Vendégház),Nem,Nem
09-057-006,09,HAJDÚ-BIHAR,03,057,Nyíracsád,Asszonyrész tanya 1. (Honorex Kft),Nem,Nem
09-058-001,09,HAJDÚ-BIHAR,03,058,Nyíradony,Árpád tér 10. (Általános Iskola),Igen,Igen
09-058-002,09,HAJDÚ-BIHAR,03,058,Nyíradony,Árpád utca 2. (Mûvelõdési Ház),Igen,Nem
09-058-003,09,HAJDÚ-BIHAR,03,058,Nyíradony,Kossuth utca 42. (Általános Iskola),Nem,Nem
09-058-004,09,HAJDÚ-BIHAR,03,058,Nyíradony,Kossuth utca 42. (Általános Iskola),Nem,Nem
09-058-005,09,HAJDÚ-BIHAR,03,058,Nyíradony,Temesvári utca 16. (Általános Iskola),Igen,Nem
09-058-006,09,HAJDÚ-BIHAR,03,058,Nyíradony,Temesvári utca 16. (Általános Iskola),Igen,Nem
09-058-007,09,HAJDÚ-BIHAR,03,058,Nyíradony,"Aradványpuszta, Iskola út 1. (Általános Iskola)",Igen,Nem
09-058-008,09,HAJDÚ-BIHAR,03,058,Nyíradony,"Tamásipuszta, Akácos út 1. (Orvosi Rendelõ)",Nem,Nem
09-059-001,09,HAJDÚ-BIHAR,03,059,Nyírábrány,Iskola utca 8.,Igen,Igen
09-059-002,09,HAJDÚ-BIHAR,03,059,Nyírábrány,Ábrányi Kornél tér 5.,Igen,Nem
09-059-003,09,HAJDÚ-BIHAR,03,059,Nyírábrány,Ábrányi Kornél tér 5.,Igen,Nem
09-059-004,09,HAJDÚ-BIHAR,03,059,Nyírábrány,Árpád utca 27.,Nem,Nem
09-059-005,09,HAJDÚ-BIHAR,03,059,Nyírábrány,Szentannapuszta tanya 45.,Nem,Nem
09-060-001,09,HAJDÚ-BIHAR,03,060,Nyírmártonfalva,Iskola tér 1.,Igen,Igen
09-060-002,09,HAJDÚ-BIHAR,03,060,Nyírmártonfalva,Iskola tér 1.,Igen,Nem
09-061-001,09,HAJDÚ-BIHAR,04,061,Pocsaj,Nagy utca 41. (Általános Iskola),Igen,Igen
09-061-002,09,HAJDÚ-BIHAR,04,061,Pocsaj,Piac utca 92. (Mesevár Óvoda),Nem,Nem
09-062-001,09,HAJDÚ-BIHAR,06,062,Polgár,Dózsa utca 1-3. (Dózsa úti Óvoda),Igen,Nem
09-062-002,09,HAJDÚ-BIHAR,06,062,Polgár,Zólyom utca 14. (Zólyom úti Ált. Isk.),Igen,Nem
09-062-003,09,HAJDÚ-BIHAR,06,062,Polgár,Barankovics tér 6. (Mûvelõdési Ház),Igen,Igen
09-062-004,09,HAJDÚ-BIHAR,06,062,Polgár,Zólyom utca 14. (Zólyom úti Ált. Isk.),Igen,Nem
09-062-005,09,HAJDÚ-BIHAR,06,062,Polgár,Móricz utca 3-5. (Móricz úti Iskola),Igen,Nem
09-062-006,09,HAJDÚ-BIHAR,06,062,Polgár,Széchenyi utca 11. (iskola),Igen,Nem
09-062-007,09,HAJDÚ-BIHAR,06,062,Polgár,Széchenyi utca 11. (iskola),Igen,Nem
09-063-001,09,HAJDÚ-BIHAR,05,063,Püspökladány,Kossuth utca 1. (Rendelõintézet),Igen,Igen
09-063-002,09,HAJDÚ-BIHAR,05,063,Püspökladány,Honvéd utca 16-18. (Napfény Óvoda),Igen,Nem
