JKV_AZONOSITO,SZAVAZOKOR,VALASZTOPOLGAR,MEGJELENTEK,URNABAN_LEVO,ELTERES,ERVENYTELEN,ERVENYES,TIPUS,ERVENYES_SZAVAZASI_IRATOK,IRATOKBAN_LEVO_SZAVAZOLAP
52276,18-145-001,541,439,439,0,1,438,LISTAS,,
52278,18-146-001,426,329,329,0,1,328,LISTAS,,
52280,18-147-001,170,122,122,0,0,122,LISTAS,,
52282,18-148-001,138,99,99,0,0,99,LISTAS,,
52284,18-149-001,285,237,237,0,2,235,LISTAS,,
52286,18-150-001,116,83,83,0,1,82,LISTAS,,
52288,18-151-001,233,178,178,0,2,176,LISTAS,,
52290,18-152-001,130,112,112,0,4,108,LISTAS,,
52292,18-153-001,689,516,516,0,4,512,LISTAS,,
52294,18-154-001,636,474,474,0,8,466,LISTAS,,
52296,18-155-001,787,537,534,0,9,525,LISTAS,,
52298,18-156-001,714,468,468,0,5,463,LISTAS,,
52300,18-156-002,640,449,449,0,8,441,LISTAS,,
52302,18-157-001,192,149,149,0,1,148,LISTAS,,
52304,18-158-001,221,181,181,0,6,175,LISTAS,,
52306,18-159-001,189,133,133,0,0,133,LISTAS,,
52308,18-160-001,626,484,484,0,5,479,LISTAS,,
52310,18-160-002,858,659,659,0,2,657,LISTAS,,
52312,18-160-003,675,516,516,0,0,516,LISTAS,,
52314,18-161-001,90,70,70,0,1,69,LISTAS,,
52316,18-162-001,340,234,234,0,2,232,LISTAS,,
52318,18-163-001,895,601,601,0,7,594,LISTAS,,
52320,18-164-001,246,174,174,0,1,173,LISTAS,,
52322,18-165-001,383,290,290,0,3,287,LISTAS,,
52324,18-166-001,77,65,65,0,0,65,LISTAS,,
52326,18-167-001,831,596,596,0,2,594,LISTAS,,
52328,18-167-002,539,364,364,0,4,360,LISTAS,,
52740,18-167-003,600,424,424,0,7,417,LISTAS,,
52742,18-167-004,660,447,447,0,3,444,LISTAS,,
52744,18-167-005,44,36,36,0,0,36,LISTAS,,
52746,18-167-006,686,528,528,0,1,527,LISTAS,,
52748,18-167-007,653,499,498,0,5,493,LISTAS,,
52750,18-167-008,797,604,604,0,3,601,LISTAS,,
52752,18-167-009,688,506,506,0,4,502,LISTAS,,
52754,18-167-010,884,657,657,0,5,652,LISTAS,,
52756,18-167-011,629,427,427,0,1,426,LISTAS,,
52758,18-167-012,723,546,545,0,3,542,LISTAS,,
52760,18-167-013,768,553,553,0,6,547,LISTAS,,
52762,18-167-014,707,523,523,0,3,520,LISTAS,,
52764,18-167-015,837,560,560,0,1,559,LISTAS,,
52766,18-167-016,1083,807,807,0,3,804,LISTAS,,
52768,18-167-017,2333,2044,2036,-8,14,2022,LISTAS,,
52770,18-167-018,108,69,69,0,1,68,LISTAS,,
52772,18-168-001,1040,784,784,0,2,782,LISTAS,,
52774,18-169-001,425,298,298,0,0,298,LISTAS,,
52776,18-170-001,550,414,414,0,6,408,LISTAS,,
52778,18-171-001,316,218,218,0,5,213,LISTAS,,
52780,18-171-002,138,102,102,0,2,100,LISTAS,,
52782,18-171-003,92,63,63,0,2,61,LISTAS,,
52784,18-172-001,207,158,155,0,2,153,LISTAS,,
52786,18-173-001,661,478,478,0,4,474,LISTAS,,
52788,18-174-001,518,372,372,0,10,362,LISTAS,,
52790,18-175-001,638,486,486,0,1,485,LISTAS,,
52792,18-176-001,45,43,43,0,1,42,LISTAS,,
52794,18-177-001,288,221,221,0,2,219,LISTAS,,
52796,18-178-001,176,134,134,0,1,133,LISTAS,,
52798,18-179-001,191,163,163,0,3,160,LISTAS,,
52800,18-180-001,56,49,49,0,0,49,LISTAS,,
52802,18-181-001,509,367,367,0,4,363,LISTAS,,
52804,18-182-001,265,168,168,0,1,167,LISTAS,,
52806,18-183-001,609,341,341,0,4,337,LISTAS,,
52808,18-183-002,639,457,457,0,5,452,LISTAS,,
52810,18-183-003,740,508,507,0,2,505,LISTAS,,
52812,18-183-004,652,458,455,0,5,450,LISTAS,,
52814,18-183-005,680,531,530,0,6,524,LISTAS,,
52816,18-183-006,638,469,467,0,6,461,LISTAS,,
52818,18-183-007,636,492,492,0,2,490,LISTAS,,
52820,18-183-008,373,269,269,0,2,267,LISTAS,,
52822,18-183-009,675,536,536,0,10,526,LISTAS,,
52824,18-183-010,206,159,159,0,3,156,LISTAS,,
52826,18-183-011,302,229,229,0,5,224,LISTAS,,
52828,18-183-012,271,203,203,0,0,203,LISTAS,,
52830,18-183-013,57,50,50,0,0,50,LISTAS,,
52832,18-184-001,816,666,665,0,12,653,LISTAS,,
52834,18-185-001,252,177,177,0,1,176,LISTAS,,
52836,18-186-001,848,711,710,0,8,702,LISTAS,,
52838,18-186-002,847,673,673,0,4,669,LISTAS,,
52840,18-186-003,905,758,758,0,2,756,LISTAS,,
52842,18-186-004,846,703,703,0,2,701,LISTAS,,
52844,18-186-005,932,762,761,0,3,758,LISTAS,,
52846,18-186-006,989,763,766,0,39,727,LISTAS,,
52848,18-186-007,1011,794,792,0,1,791,LISTAS,,
52850,18-186-008,834,607,606,0,4,602,LISTAS,,
52852,18-186-009,639,473,472,0,5,467,LISTAS,,
52854,18-186-010,711,457,457,0,6,451,LISTAS,,
52856,18-186-011,828,655,656,0,12,644,LISTAS,,
52858,18-186-012,890,703,703,0,2,701,LISTAS,,
52860,18-186-013,867,672,671,0,3,668,LISTAS,,
52862,18-186-014,864,589,588,0,8,580,LISTAS,,
52864,18-186-015,847,629,629,0,5,624,LISTAS,,
52866,18-186-016,783,551,551,0,3,548,LISTAS,,
52868,18-186-017,799,574,574,0,10,564,LISTAS,,
52870,18-186-018,881,643,643,0,5,638,LISTAS,,
53814,18-186-019,871,614,614,0,1,613,LISTAS,,
53816,18-186-020,866,624,624,0,2,622,LISTAS,,
53818,18-186-021,899,608,607,0,4,603,LISTAS,,
53820,18-186-022,827,579,578,0,5,573,LISTAS,,
53822,18-186-023,860,632,631,0,5,626,LISTAS,,
53824,18-186-024,822,580,580,0,11,569,LISTAS,,
53826,18-186-025,802,567,567,0,11,556,LISTAS,,
53828,18-186-026,998,713,711,0,5,706,LISTAS,,
53830,18-186-027,828,660,660,0,7,653,LISTAS,,
53832,18-186-028,698,458,457,0,12,445,LISTAS,,
53834,18-186-029,768,590,591,0,20,571,LISTAS,,
53836,18-186-030,1006,785,784,0,6,778,LISTAS,,
53838,18-186-031,709,467,467,0,3,464,LISTAS,,
53840,18-186-032,706,471,471,0,6,465,LISTAS,,
53842,18-186-033,974,682,678,0,7,671,LISTAS,,
53844,18-186-034,900,652,652,0,12,640,LISTAS,,
53846,18-186-035,975,808,807,0,6,801,LISTAS,,
53848,18-186-036,946,694,694,0,5,689,LISTAS,,
53850,18-186-037,690,555,555,0,5,550,LISTAS,,
53852,18-186-038,1032,734,733,0,6,727,LISTAS,,
53854,18-186-039,921,646,643,0,5,638,LISTAS,,
53856,18-186-040,808,468,461,0,4,457,LISTAS,,
53858,18-186-041,902,629,629,0,9,620,LISTAS,,
53860,18-186-042,850,605,604,0,7,597,LISTAS,,
53862,18-186-043,836,664,664,0,0,664,LISTAS,,
53864,18-186-044,929,685,686,0,19,667,LISTAS,,
53866,18-186-045,911,703,702,0,9,693,LISTAS,,
53868,18-186-046,810,613,612,0,9,603,LISTAS,,
53870,18-186-047,1008,801,801,0,7,794,LISTAS,,
53872,18-186-048,873,676,676,0,4,672,LISTAS,,
53874,18-186-049,898,533,533,0,5,528,LISTAS,,
53876,18-186-050,852,614,612,0,18,594,LISTAS,,
53878,18-186-051,1168,904,904,0,10,894,LISTAS,,
53880,18-186-052,1345,1092,1091,0,10,1081,LISTAS,,
53882,18-186-053,938,756,754,0,4,750,LISTAS,,
53884,18-186-054,998,806,806,0,6,800,LISTAS,,
53886,18-186-055,1338,1085,1084,0,4,1080,LISTAS,,
53888,18-186-056,677,517,514,0,9,505,LISTAS,,
53890,18-186-057,758,604,604,0,3,601,LISTAS,,
53892,18-186-058,645,497,497,0,6,491,LISTAS,,
53894,18-186-059,2680,2440,2432,-8,13,2419,LISTAS,,
53896,18-186-060,666,527,527,0,11,516,LISTAS,,
53898,18-186-061,949,786,786,0,8,778,LISTAS,,
53900,18-186-062,948,677,677,0,3,674,LISTAS,,
53902,18-186-063,796,606,606,0,3,603,LISTAS,,
53904,18-186-064,957,716,715,0,5,710,LISTAS,,
53906,18-186-065,606,500,500,0,2,498,LISTAS,,
53908,18-186-066,1265,958,957,0,5,952,LISTAS,,
53910,18-186-067,1322,1062,1062,0,5,1057,LISTAS,,
53912,18-186-068,1007,773,772,0,9,763,LISTAS,,
53914,18-186-069,747,594,594,0,8,586,LISTAS,,
53916,18-187-001,267,190,190,0,0,190,LISTAS,,
53918,18-188-001,596,454,454,0,8,446,LISTAS,,
53920,18-189-001,1058,778,778,0,15,763,LISTAS,,
53922,18-189-002,950,709,708,0,6,702,LISTAS,,
53924,18-190-001,408,284,284,0,1,283,LISTAS,,
53926,18-191-001,276,209,209,0,5,204,LISTAS,,
53928,18-192-001,252,195,195,0,1,194,LISTAS,,
53930,18-193-001,266,205,205,0,3,202,LISTAS,,
53932,18-194-001,812,604,604,0,3,601,LISTAS,,
53934,18-194-002,720,434,434,0,6,428,LISTAS,,
53936,18-195-001,245,192,192,0,1,191,LISTAS,,
53938,18-196-001,395,250,250,0,2,248,LISTAS,,
53940,18-196-002,302,205,205,0,0,205,LISTAS,,
53942,18-197-001,270,200,200,0,5,195,LISTAS,,
55388,18-198-001,311,248,248,0,2,246,LISTAS,,
55390,18-199-001,304,233,233,0,0,233,LISTAS,,
55392,18-200-001,296,247,247,0,6,241,LISTAS,,
55394,18-201-001,263,219,219,0,12,207,LISTAS,,
55396,18-202-001,657,501,500,0,5,495,LISTAS,,
55398,18-203-001,287,223,223,0,2,221,LISTAS,,
55400,18-204-001,454,326,326,0,3,323,LISTAS,,
55402,18-204-002,612,471,471,0,3,468,LISTAS,,
55404,18-205-001,335,254,254,0,4,250,LISTAS,,
55406,18-206-001,618,480,480,0,5,475,LISTAS,,
55408,18-206-002,614,458,458,0,1,457,LISTAS,,
55410,18-206-003,676,460,460,0,6,454,LISTAS,,
55412,18-206-004,700,527,527,0,4,523,LISTAS,,
55414,18-206-005,675,463,463,0,5,458,LISTAS,,
55416,18-206-006,88,70,70,0,0,70,LISTAS,,
55418,18-206-007,56,45,45,0,1,44,LISTAS,,
55420,18-207-001,251,199,199,0,2,197,LISTAS,,
55422,18-208-001,279,215,214,0,6,208,LISTAS,,
55424,18-209-001,560,410,410,0,7,403,LISTAS,,
55426,18-210-001,301,237,237,0,2,235,LISTAS,,
55428,18-211-001,58,48,48,0,2,46,LISTAS,,
55430,18-212-001,733,429,429,0,2,427,LISTAS,,
55432,18-212-002,653,431,431,0,2,429,LISTAS,,
55434,18-212-003,690,518,518,0,4,514,LISTAS,,
55436,18-212-004,614,451,451,0,2,449,LISTAS,,
55438,18-213-001,220,169,169,0,1,168,LISTAS,,
55440,18-214-001,581,415,415,0,1,414,LISTAS,,
55442,18-215-001,89,72,72,0,0,72,LISTAS,,
55444,18-216-001,167,121,121,0,0,121,LISTAS,,
55446,19-001-001,667,472,472,0,3,469,LISTAS,,
55448,19-002-001,308,216,216,0,4,212,LISTAS,,
55450,19-003-001,929,627,627,0,3,624,LISTAS,,
55452,19-003-002,893,662,660,0,6,654,LISTAS,,
55454,19-003-003,726,553,553,0,0,553,LISTAS,,
55456,19-003-004,1043,785,785,0,1,784,LISTAS,,
55458,19-003-005,760,512,512,0,3,509,LISTAS,,
55460,19-003-006,867,539,539,0,2,537,LISTAS,,
55462,19-003-007,623,411,411,0,6,405,LISTAS,,
55464,19-003-008,850,608,608,0,2,606,LISTAS,,
55466,19-003-009,922,547,547,0,4,543,LISTAS,,
55468,19-003-010,823,579,579,0,1,578,LISTAS,,
55470,19-003-011,717,504,504,0,1,503,LISTAS,,
55472,19-003-012,1017,643,641,0,4,637,LISTAS,,
55474,19-003-013,650,418,418,0,1,417,LISTAS,,
55476,19-003-014,996,684,684,0,3,681,LISTAS,,
55478,19-003-015,759,439,438,0,0,438,LISTAS,,
55480,19-003-016,792,547,547,0,3,544,LISTAS,,
55482,19-003-017,608,421,421,0,1,420,LISTAS,,
55484,19-003-018,888,645,645,0,2,643,LISTAS,,
55486,19-003-019,800,611,611,0,5,606,LISTAS,,
55488,19-003-020,731,556,556,0,3,553,LISTAS,,
55490,19-003-021,752,519,519,0,4,515,LISTAS,,
55492,19-003-022,978,657,656,0,0,656,LISTAS,,
55494,19-003-023,813,509,509,0,3,506,LISTAS,,
55496,19-003-024,456,243,242,0,3,239,LISTAS,,
55498,19-003-025,854,648,648,0,3,645,LISTAS,,
55500,19-003-026,877,692,692,0,1,691,LISTAS,,
55502,19-003-027,775,464,464,0,4,460,LISTAS,,
55504,19-003-028,609,396,396,0,5,391,LISTAS,,
55506,19-003-029,908,573,573,0,1,572,LISTAS,,
55508,19-004-001,750,592,591,0,5,586,LISTAS,,
55510,19-004-002,642,508,508,0,3,505,LISTAS,,
55512,19-005-001,131,81,81,0,0,81,LISTAS,,
55514,19-006-001,362,297,297,0,5,292,LISTAS,,
55516,19-007-001,423,338,336,0,0,336,LISTAS,,
55518,19-008-001,636,466,465,0,0,465,LISTAS,,
55520,19-008-002,534,391,390,0,4,386,LISTAS,,
55522,19-008-003,578,420,420,0,1,419,LISTAS,,
55524,19-009-001,721,544,544,0,2,542,LISTAS,,
57034,19-010-001,955,679,677,0,5,672,LISTAS,,
57036,19-011-001,565,409,409,0,4,405,LISTAS,,
57038,19-012-001,182,135,135,0,1,134,LISTAS,,
57040,19-013-001,818,554,553,0,10,543,LISTAS,,
57042,19-014-001,360,242,242,0,3,239,LISTAS,,
57044,19-015-001,327,203,202,0,2,200,LISTAS,,
57046,19-016-001,55,41,41,0,1,40,LISTAS,,
57048,19-017-001,165,107,107,0,2,105,LISTAS,,
57050,19-018-001,679,440,440,0,2,438,LISTAS,,
57052,19-019-001,250,190,189,0,5,184,LISTAS,,
57054,19-020-001,499,328,328,0,3,325,LISTAS,,
57056,19-021-001,572,433,433,0,4,429,LISTAS,,
57058,19-022-001,913,683,682,0,3,679,LISTAS,,
57060,19-022-002,853,653,653,0,4,649,LISTAS,,
57062,19-022-003,935,724,723,0,4,719,LISTAS,,
57064,19-022-004,765,552,552,0,0,552,LISTAS,,
57066,19-022-005,894,731,731,0,3,728,LISTAS,,
57068,19-022-006,1019,718,718,0,5,713,LISTAS,,
57070,19-022-007,1018,774,773,0,0,773,LISTAS,,
57072,19-022-008,977,766,767,0,20,747,LISTAS,,
57074,19-023-001,190,128,128,0,1,127,LISTAS,,
57076,19-024-001,818,620,620,0,3,617,LISTAS,,
57078,19-025-001,1064,706,706,0,17,689,LISTAS,,
57080,19-026-001,4524,3903,3893,-21,11,3882,LISTAS,,
57082,19-026-002,1265,856,856,0,3,853,LISTAS,,
57084,19-026-003,1356,899,900,0,16,884,LISTAS,,
57086,19-026-004,1373,940,937,0,4,933,LISTAS,,
57088,19-026-005,1401,1056,1055,0,3,1052,LISTAS,,
57090,19-026-006,1309,994,994,0,5,989,LISTAS,,
57092,19-026-007,1356,993,993,0,6,987,LISTAS,,
57094,19-026-008,1367,1033,1033,0,6,1027,LISTAS,,
57096,19-027-001,776,575,575,0,2,573,LISTAS,,
57098,19-027-002,727,540,540,0,0,540,LISTAS,,
57100,19-027-003,651,449,448,0,2,446,LISTAS,,
57102,19-027-004,725,465,465,0,1,464,LISTAS,,
57104,19-027-005,681,505,505,0,1,504,LISTAS,,
57106,19-028-001,101,73,73,0,0,73,LISTAS,,
57108,19-029-001,771,563,563,0,4,559,LISTAS,,
57110,19-029-002,701,475,475,0,2,473,LISTAS,,
57112,19-029-003,638,473,473,0,3,470,LISTAS,,
57114,19-030-001,118,89,89,0,0,89,LISTAS,,
57116,19-031-001,353,246,246,0,7,239,LISTAS,,
57118,19-032-001,515,383,383,0,5,378,LISTAS,,
57120,19-033-001,278,207,207,0,2,205,LISTAS,,
57122,19-035-001,105,69,69,0,0,69,LISTAS,,
57124,19-036-001,353,211,211,0,2,209,LISTAS,,
57126,19-037-001,525,433,433,0,2,431,LISTAS,,
57128,19-038-001,786,420,420,0,3,417,LISTAS,,
57130,19-038-002,803,461,461,0,3,458,LISTAS,,
57132,19-038-003,839,456,456,0,3,453,LISTAS,,
57134,19-038-004,909,553,553,0,2,551,LISTAS,,
57136,19-038-005,630,389,389,0,2,387,LISTAS,,
57138,19-038-006,591,387,387,0,9,378,LISTAS,,
57140,19-039-001,197,160,160,0,2,158,LISTAS,,
57142,19-040-001,156,114,114,0,1,113,LISTAS,,
57144,19-041-001,84,56,56,0,0,56,LISTAS,,
57146,19-042-001,282,181,181,0,2,179,LISTAS,,
57148,19-043-001,591,436,436,0,3,433,LISTAS,,
57150,19-044-001,632,471,471,0,1,470,LISTAS,,
57152,19-044-002,628,397,397,0,2,395,LISTAS,,
57154,19-044-003,692,438,438,0,3,435,LISTAS,,
57156,19-044-004,283,104,104,0,3,101,LISTAS,,
57158,19-044-005,57,54,54,0,1,53,LISTAS,,
57160,19-045-001,674,443,443,0,3,440,LISTAS,,
57162,19-046-001,235,195,194,0,3,191,LISTAS,,
57164,19-047-001,415,288,288,0,1,287,LISTAS,,
57166,19-048-001,721,551,549,0,1,548,LISTAS,,
54348,19-048-002,752,564,564,0,4,560,LISTAS,,
54350,19-049-001,731,533,533,0,4,529,LISTAS,,
54352,19-049-002,843,673,673,0,4,669,LISTAS,,
54354,19-050-001,781,537,537,0,12,525,LISTAS,,
54356,19-051-001,512,336,336,0,2,334,LISTAS,,
54358,19-052-001,351,230,230,0,2,228,LISTAS,,
54360,19-053-001,311,174,174,0,5,169,LISTAS,,
54362,19-054-001,330,241,241,0,2,239,LISTAS,,
54364,19-055-001,855,511,506,0,5,501,LISTAS,,
54366,19-055-002,881,553,552,0,5,547,LISTAS,,
54368,19-055-003,845,561,560,0,9,551,LISTAS,,
54370,19-055-004,878,489,489,0,45,444,LISTAS,,
54372,19-056-001,369,259,259,0,2,257,LISTAS,,
54374,19-057-001,216,171,172,0,11,161,LISTAS,,
54376,19-058-001,217,164,164,0,1,163,LISTAS,,
54378,19-059-001,667,418,418,0,2,416,LISTAS,,
54380,19-059-002,702,485,485,0,9,476,LISTAS,,
54382,19-060-001,179,148,148,0,0,148,LISTAS,,
54384,19-061-001,375,217,217,0,2,215,LISTAS,,
54386,19-062-001,427,324,324,0,0,324,LISTAS,,
54388,19-063-001,319,230,230,0,2,228,LISTAS,,
54390,19-064-001,1363,1031,1029,0,7,1022,LISTAS,,
54392,19-065-001,220,175,175,0,6,169,LISTAS,,
54394,19-066-001,326,232,232,0,0,232,LISTAS,,
54396,19-067-001,299,192,192,0,4,188,LISTAS,,
54398,19-068-001,622,379,379,0,1,378,LISTAS,,
54400,19-069-001,271,168,168,0,0,168,LISTAS,,
54402,19-070-001,580,390,390,0,2,388,LISTAS,,
54404,19-071-001,909,591,592,0,14,578,LISTAS,,
54406,19-071-002,674,424,424,0,3,421,LISTAS,,
54408,19-071-003,828,392,391,0,2,389,LISTAS,,
54410,19-072-001,920,605,605,0,4,601,LISTAS,,
54412,19-073-001,525,426,426,0,1,425,LISTAS,,
54414,19-074-001,139,110,111,0,6,105,LISTAS,,
54416,19-075-001,223,172,172,0,0,172,LISTAS,,
54418,19-076-001,714,568,566,0,8,558,LISTAS,,
54420,19-076-002,674,505,505,0,4,501,LISTAS,,
54422,19-076-003,652,492,492,0,7,485,LISTAS,,
54424,19-076-004,709,498,498,0,1,497,LISTAS,,
54426,19-077-001,74,43,43,0,0,43,LISTAS,,
54428,19-078-001,345,260,260,0,0,260,LISTAS,,
54430,19-079-001,561,380,380,0,4,376,LISTAS,,
54432,19-080-001,52,40,40,0,1,39,LISTAS,,
54434,19-081-001,261,186,186,0,1,185,LISTAS,,
54436,19-082-001,593,456,456,0,4,452,LISTAS,,
54438,19-083-001,279,191,191,0,1,190,LISTAS,,
54440,19-084-001,292,201,201,0,0,201,LISTAS,,
54442,19-085-001,234,167,167,0,0,167,LISTAS,,
54444,19-086-001,630,391,391,0,4,387,LISTAS,,
54446,19-087-001,382,275,275,0,1,274,LISTAS,,
54448,19-088-001,366,232,232,0,3,229,LISTAS,,
54450,19-089-001,490,321,321,0,1,320,LISTAS,,
54452,19-090-001,466,337,337,0,4,333,LISTAS,,
54454,19-091-001,59,48,48,0,0,48,LISTAS,,
54456,19-092-001,406,289,289,0,0,289,LISTAS,,
54458,19-093-001,275,177,177,0,1,176,LISTAS,,
54460,19-094-001,77,56,56,0,0,56,LISTAS,,
54462,19-095-001,95,65,65,0,5,60,LISTAS,,
54464,19-096-001,963,601,600,0,1,599,LISTAS,,
54466,19-097-001,65,40,40,0,0,40,LISTAS,,
54468,19-098-001,104,60,60,0,0,60,LISTAS,,
54470,19-099-001,577,371,371,0,3,368,LISTAS,,
54472,19-100-001,299,211,211,0,1,210,LISTAS,,
54474,19-101-001,608,429,428,0,3,425,LISTAS,,
54476,19-102-001,359,255,254,0,6,248,LISTAS,,
54478,19-103-001,610,374,374,0,7,367,LISTAS,,
54480,19-104-001,443,307,307,0,3,304,LISTAS,,
54482,19-105-001,253,171,171,0,4,167,LISTAS,,
54484,19-106-001,777,529,529,0,3,526,LISTAS,,
54486,19-107-001,773,481,481,0,3,478,LISTAS,,
54488,19-108-001,869,589,590,0,3,587,LISTAS,,
54490,19-108-002,860,627,627,0,3,624,LISTAS,,
55940,19-109-001,347,266,266,0,6,260,LISTAS,,
55942,19-110-001,903,542,541,0,5,536,LISTAS,,
55944,19-111-001,367,248,244,0,5,239,LISTAS,,
55946,19-112-001,413,268,268,0,1,267,LISTAS,,
55948,19-113-001,1048,730,730,0,4,726,LISTAS,,
55950,19-114-001,406,298,297,0,7,290,LISTAS,,
55952,19-115-001,328,195,195,0,2,193,LISTAS,,
55954,19-116-001,417,290,290,0,3,287,LISTAS,,
55956,19-116-002,205,148,148,0,2,146,LISTAS,,
55958,19-117-001,1067,834,834,0,3,831,LISTAS,,
55960,19-118-001,19,10,10,0,0,10,LISTAS,,
55962,19-119-001,218,164,164,0,0,164,LISTAS,,
55964,19-120-001,765,528,528,0,6,522,LISTAS,,
55966,19-121-001,591,378,378,0,4,374,LISTAS,,
55968,19-122-001,227,171,171,0,1,170,LISTAS,,
55970,19-123-001,864,610,610,0,1,609,LISTAS,,
55972,19-124-001,101,76,76,0,3,73,LISTAS,,
55974,19-125-001,520,360,360,0,9,351,LISTAS,,
55976,19-126-001,380,267,266,0,4,262,LISTAS,,
55978,19-127-001,272,167,167,0,1,166,LISTAS,,
55980,19-128-001,950,652,648,0,12,636,LISTAS,,
55982,19-129-001,457,349,349,0,1,348,LISTAS,,
55984,19-130-001,219,162,162,0,4,158,LISTAS,,
55986,19-131-001,444,324,324,0,6,318,LISTAS,,
55988,19-132-001,813,566,566,0,2,564,LISTAS,,
55990,19-132-002,623,425,425,0,5,420,LISTAS,,
55992,19-133-001,532,382,382,0,3,379,LISTAS,,
55994,19-134-001,805,573,573,0,1,572,LISTAS,,
55996,19-135-001,299,211,211,0,2,209,LISTAS,,
55998,19-136-001,715,490,490,0,8,482,LISTAS,,
56000,19-137-001,1116,843,843,0,5,838,LISTAS,,
56002,19-137-002,1124,871,871,0,3,868,LISTAS,,
56004,19-138-001,290,202,202,0,1,201,LISTAS,,
56006,19-139-001,75,63,63,0,2,61,LISTAS,,
56008,19-140-001,780,508,508,0,0,508,LISTAS,,
56010,19-141-001,182,155,155,0,1,154,LISTAS,,
56012,19-142-001,724,552,552,0,2,550,LISTAS,,
56014,19-143-001,818,520,520,0,3,517,LISTAS,,
56016,19-143-002,689,453,453,0,3,450,LISTAS,,
56018,19-144-001,831,609,609,0,5,604,LISTAS,,
56020,19-145-001,113,69,69,0,0,69,LISTAS,,
56022,19-146-001,42,36,36,0,0,36,LISTAS,,
56024,19-147-001,159,101,101,0,2,99,LISTAS,,
56026,19-148-001,130,104,104,0,1,103,LISTAS,,
56028,19-149-001,1062,716,715,0,4,711,LISTAS,,
56030,19-149-002,781,515,515,0,3,512,LISTAS,,
56032,19-150-001,989,623,623,0,5,618,LISTAS,,
56034,19-150-002,630,441,441,0,4,437,LISTAS,,
56036,19-151-001,405,317,318,0,3,315,LISTAS,,
56038,19-152-001,1085,630,629,0,3,626,LISTAS,,
56040,19-152-002,191,135,135,0,1,134,LISTAS,,
56042,19-153-001,901,594,593,0,6,587,LISTAS,,
56044,19-153-002,2881,2416,2414,-2,14,2400,LISTAS,,
56046,19-153-003,760,473,471,0,4,467,LISTAS,,
56048,19-153-004,694,496,496,0,3,493,LISTAS,,
56050,19-153-005,767,606,606,0,4,602,LISTAS,,
56052,19-153-006,901,627,623,0,2,621,LISTAS,,
56054,19-153-007,966,701,700,0,5,695,LISTAS,,
56056,19-153-008,586,467,467,0,2,465,LISTAS,,
56058,19-153-009,638,532,532,0,1,531,LISTAS,,
56060,19-153-010,909,732,732,0,7,725,LISTAS,,
56062,19-153-011,925,742,742,0,2,740,LISTAS,,
56064,19-153-012,618,492,492,0,2,490,LISTAS,,
56066,19-153-013,678,488,488,0,4,484,LISTAS,,
56068,19-153-014,777,511,511,0,0,511,LISTAS,,
56070,19-153-015,1052,710,710,0,2,708,LISTAS,,
56072,19-153-016,965,620,620,0,4,616,LISTAS,,
56074,19-153-017,658,463,463,0,2,461,LISTAS,,
56076,19-153-018,778,496,494,0,2,492,LISTAS,,
56078,19-153-019,662,527,527,0,6,521,LISTAS,,
57576,19-153-020,351,265,265,0,3,262,LISTAS,,
57578,19-153-021,687,534,534,0,0,534,LISTAS,,
57580,19-153-022,591,461,461,0,1,460,LISTAS,,
57582,19-153-023,963,733,733,0,4,729,LISTAS,,
57584,19-153-024,778,541,540,0,5,535,LISTAS,,
57586,19-153-025,715,543,543,0,2,541,LISTAS,,
57588,19-153-026,600,420,419,0,5,414,LISTAS,,
57590,19-153-027,674,468,468,0,0,468,LISTAS,,
57592,19-153-028,974,703,703,0,1,702,LISTAS,,
57594,19-153-029,721,435,435,0,2,433,LISTAS,,
57596,19-153-030,1067,626,626,0,6,620,LISTAS,,
57598,19-153-031,704,553,553,0,4,549,LISTAS,,
57600,19-154-001,211,161,161,0,1,160,LISTAS,,
57602,19-155-001,463,310,310,0,0,310,LISTAS,,
57604,19-156-001,274,167,167,0,1,166,LISTAS,,
57606,19-157-001,924,587,587,0,7,580,LISTAS,,
57608,19-158-001,467,336,336,0,1,335,LISTAS,,
57610,19-159-001,282,212,212,0,2,210,LISTAS,,
57612,19-160-001,575,356,357,0,18,339,LISTAS,,
57614,19-160-002,805,593,593,0,2,591,LISTAS,,
57616,19-160-003,800,515,515,0,4,511,LISTAS,,
57618,19-160-004,837,594,594,0,7,587,LISTAS,,
57620,19-160-005,763,523,523,0,4,519,LISTAS,,
57622,19-161-001,369,280,291,0,72,219,LISTAS,,
57624,19-162-001,161,115,118,0,21,97,LISTAS,,
57626,19-163-001,298,175,175,0,0,175,LISTAS,,
57628,19-164-001,199,147,147,0,2,145,LISTAS,,
57630,19-165-001,899,672,673,0,18,655,LISTAS,,
57632,19-166-001,155,80,80,0,1,79,LISTAS,,
57634,19-167-001,53,41,41,0,0,41,LISTAS,,
57636,19-168-001,224,157,157,0,3,154,LISTAS,,
57638,19-169-001,230,132,132,0,5,127,LISTAS,,
57640,19-170-001,527,351,351,0,8,343,LISTAS,,
57642,19-171-001,868,531,531,0,5,526,LISTAS,,
57644,19-172-001,71,47,47,0,0,47,LISTAS,,
57646,19-173-001,402,306,306,0,3,303,LISTAS,,
57648,19-174-001,824,571,571,0,6,565,LISTAS,,
57650,19-174-002,603,449,449,0,2,447,LISTAS,,
57652,19-174-003,594,361,361,0,2,359,LISTAS,,
