TIPUS,VALASZTAS,SZAVAZOKOR,LISTA,SZAVAZAT
Listas,2014EP,07-027-003,EGYÜTT-PM,12
Listas,2014EP,07-027-003,LMP,10
Listas,2014EP,07-027-003,A HAZA NEM ELADÓ,3
Listas,2014EP,07-027-003,SMS,1
Listas,2014EP,07-027-004,FIDESZ-KDNP,98
Listas,2014EP,07-027-004,JOBBIK,43
Listas,2014EP,07-027-004,MSZP,32
Listas,2014EP,07-027-004,EGYÜTT-PM,17
Listas,2014EP,07-027-004,DEMOKRATIKUS KOALÍCIÓ,12
Listas,2014EP,07-027-004,LMP,8
Listas,2014EP,07-027-004,A HAZA NEM ELADÓ,2
Listas,2014EP,07-027-004,SMS,1
Listas,2014EP,07-027-005,FIDESZ-KDNP,96
Listas,2014EP,07-027-005,DEMOKRATIKUS KOALÍCIÓ,56
Listas,2014EP,07-027-005,JOBBIK,48
Listas,2014EP,07-027-005,MSZP,33
Listas,2014EP,07-027-005,EGYÜTT-PM,17
Listas,2014EP,07-027-005,LMP,5
Listas,2014EP,07-027-005,SMS,5
Listas,2014EP,07-027-005,A HAZA NEM ELADÓ,3
Listas,2014EP,07-027-006,FIDESZ-KDNP,65
Listas,2014EP,07-027-006,JOBBIK,42
Listas,2014EP,07-027-006,EGYÜTT-PM,11
Listas,2014EP,07-027-006,MSZP,9
Listas,2014EP,07-027-006,DEMOKRATIKUS KOALÍCIÓ,7
Listas,2014EP,07-027-006,LMP,4
Listas,2014EP,07-027-006,SMS,0
Listas,2014EP,07-027-006,A HAZA NEM ELADÓ,0
Listas,2014EP,07-027-007,FIDESZ-KDNP,41
Listas,2014EP,07-027-007,JOBBIK,15
Listas,2014EP,07-027-007,MSZP,10
Listas,2014EP,07-027-007,DEMOKRATIKUS KOALÍCIÓ,7
Listas,2014EP,07-027-007,SMS,1
Listas,2014EP,07-027-007,EGYÜTT-PM,0
Listas,2014EP,07-027-007,LMP,0
Listas,2014EP,07-027-007,A HAZA NEM ELADÓ,0
Listas,2014EP,07-028-001,FIDESZ-KDNP,180
Listas,2014EP,07-028-001,DEMOKRATIKUS KOALÍCIÓ,39
Listas,2014EP,07-028-001,JOBBIK,37
Listas,2014EP,07-028-001,EGYÜTT-PM,29
Listas,2014EP,07-028-001,LMP,23
Listas,2014EP,07-028-001,MSZP,22
Listas,2014EP,07-028-001,SMS,1
Listas,2014EP,07-028-001,A HAZA NEM ELADÓ,0
Listas,2014EP,07-028-002,FIDESZ-KDNP,142
Listas,2014EP,07-028-002,MSZP,27
Listas,2014EP,07-028-002,JOBBIK,27
Listas,2014EP,07-028-002,DEMOKRATIKUS KOALÍCIÓ,16
Listas,2014EP,07-028-002,EGYÜTT-PM,14
Listas,2014EP,07-028-002,LMP,12
Listas,2014EP,07-028-002,A HAZA NEM ELADÓ,2
Listas,2014EP,07-028-002,SMS,1
Listas,2014EP,07-028-003,FIDESZ-KDNP,167
Listas,2014EP,07-028-003,JOBBIK,35
Listas,2014EP,07-028-003,MSZP,34
Listas,2014EP,07-028-003,EGYÜTT-PM,29
Listas,2014EP,07-028-003,DEMOKRATIKUS KOALÍCIÓ,22
Listas,2014EP,07-028-003,LMP,20
Listas,2014EP,07-028-003,SMS,3
Listas,2014EP,07-028-003,A HAZA NEM ELADÓ,1
Listas,2014EP,07-028-004,FIDESZ-KDNP,34
Listas,2014EP,07-028-004,MSZP,4
Listas,2014EP,07-028-004,JOBBIK,1
Listas,2014EP,07-028-004,DEMOKRATIKUS KOALÍCIÓ,1
Listas,2014EP,07-028-004,SMS,0
Listas,2014EP,07-028-004,A HAZA NEM ELADÓ,0
Listas,2014EP,07-028-004,EGYÜTT-PM,0
Listas,2014EP,07-028-004,LMP,0
Listas,2014EP,07-029-001,FIDESZ-KDNP,172
Listas,2014EP,07-029-001,JOBBIK,45
Listas,2014EP,07-029-001,EGYÜTT-PM,14
Listas,2014EP,07-029-001,DEMOKRATIKUS KOALÍCIÓ,14
Listas,2014EP,07-029-001,LMP,14
Listas,2014EP,07-029-001,MSZP,7
Listas,2014EP,07-029-001,A HAZA NEM ELADÓ,2
Listas,2014EP,07-029-001,SMS,2
Listas,2014EP,07-029-002,FIDESZ-KDNP,169
Listas,2014EP,07-029-002,JOBBIK,20
Listas,2014EP,07-029-002,MSZP,9
Listas,2014EP,07-029-002,DEMOKRATIKUS KOALÍCIÓ,8
Listas,2014EP,07-029-002,EGYÜTT-PM,8
Listas,2014EP,07-029-002,LMP,4
Listas,2014EP,07-029-002,SMS,2
Listas,2014EP,07-029-002,A HAZA NEM ELADÓ,1
Listas,2014EP,07-030-001,FIDESZ-KDNP,207
Listas,2014EP,07-030-001,MSZP,17
Listas,2014EP,07-030-001,JOBBIK,15
Listas,2014EP,07-030-001,LMP,12
Listas,2014EP,07-030-001,DEMOKRATIKUS KOALÍCIÓ,8
Listas,2014EP,07-030-001,EGYÜTT-PM,5
Listas,2014EP,07-030-001,A HAZA NEM ELADÓ,1
Listas,2014EP,07-030-001,SMS,1
Listas,2014EP,07-030-002,FIDESZ-KDNP,273
Listas,2014EP,07-030-002,JOBBIK,31
Listas,2014EP,07-030-002,LMP,21
Listas,2014EP,07-030-002,DEMOKRATIKUS KOALÍCIÓ,21
Listas,2014EP,07-030-002,MSZP,14
Listas,2014EP,07-030-002,EGYÜTT-PM,11
Listas,2014EP,07-030-002,A HAZA NEM ELADÓ,0
Listas,2014EP,07-030-002,SMS,0
Listas,2014EP,07-031-001,FIDESZ-KDNP,143
Listas,2014EP,07-031-001,JOBBIK,27
Listas,2014EP,07-031-001,MSZP,16
Listas,2014EP,07-031-001,EGYÜTT-PM,9
Listas,2014EP,07-031-001,LMP,6
Listas,2014EP,07-031-001,DEMOKRATIKUS KOALÍCIÓ,4
Listas,2014EP,07-031-001,A HAZA NEM ELADÓ,1
Listas,2014EP,07-031-001,SMS,0
Listas,2014EP,07-032-001,FIDESZ-KDNP,120
Listas,2014EP,07-032-001,JOBBIK,16
Listas,2014EP,07-032-001,EGYÜTT-PM,9
Listas,2014EP,07-032-001,LMP,8
Listas,2014EP,07-032-001,MSZP,7
Listas,2014EP,07-032-001,DEMOKRATIKUS KOALÍCIÓ,5
Listas,2014EP,07-032-001,SMS,1
Listas,2014EP,07-032-001,A HAZA NEM ELADÓ,0
Listas,2014EP,07-033-001,FIDESZ-KDNP,309
Listas,2014EP,07-033-001,DEMOKRATIKUS KOALÍCIÓ,91
Listas,2014EP,07-033-001,JOBBIK,71
Listas,2014EP,07-033-001,MSZP,70
Listas,2014EP,07-033-001,EGYÜTT-PM,51
Listas,2014EP,07-033-001,LMP,45
Listas,2014EP,07-033-001,A HAZA NEM ELADÓ,1
Listas,2014EP,07-033-001,SMS,1
Listas,2014EP,07-033-002,FIDESZ-KDNP,134
Listas,2014EP,07-033-002,DEMOKRATIKUS KOALÍCIÓ,50
Listas,2014EP,07-033-002,JOBBIK,46
Listas,2014EP,07-033-002,MSZP,29
Listas,2014EP,07-033-002,EGYÜTT-PM,19
Listas,2014EP,07-033-002,LMP,14
Listas,2014EP,07-033-002,A HAZA NEM ELADÓ,3
Listas,2014EP,07-033-002,SMS,0
Listas,2014EP,07-033-003,FIDESZ-KDNP,193
Listas,2014EP,07-033-003,DEMOKRATIKUS KOALÍCIÓ,56
Listas,2014EP,07-033-003,JOBBIK,42
Listas,2014EP,07-033-003,EGYÜTT-PM,29
Listas,2014EP,07-033-003,MSZP,20
Listas,2014EP,07-033-003,LMP,13
Listas,2014EP,07-033-003,A HAZA NEM ELADÓ,1
Listas,2014EP,07-033-003,SMS,1
Listas,2014EP,07-033-004,FIDESZ-KDNP,219
Listas,2014EP,07-033-004,DEMOKRATIKUS KOALÍCIÓ,56
Listas,2014EP,07-033-004,MSZP,31
Listas,2014EP,07-033-004,JOBBIK,28
Listas,2014EP,07-033-004,EGYÜTT-PM,22
Listas,2014EP,07-033-004,LMP,19
Listas,2014EP,07-033-004,A HAZA NEM ELADÓ,4
Listas,2014EP,07-033-004,SMS,2
Listas,2014EP,07-033-005,FIDESZ-KDNP,200
Listas,2014EP,07-033-005,DEMOKRATIKUS KOALÍCIÓ,39
Listas,2014EP,07-033-005,JOBBIK,36
Listas,2014EP,07-033-005,MSZP,24
Listas,2014EP,07-033-005,EGYÜTT-PM,17
Listas,2014EP,07-033-005,LMP,15
Listas,2014EP,07-033-005,SMS,1
Listas,2014EP,07-033-005,A HAZA NEM ELADÓ,1
Listas,2014EP,07-033-006,FIDESZ-KDNP,189
Listas,2014EP,07-033-006,DEMOKRATIKUS KOALÍCIÓ,55
Listas,2014EP,07-033-006,JOBBIK,37
Listas,2014EP,07-033-006,MSZP,26
Listas,2014EP,07-033-006,EGYÜTT-PM,21
Listas,2014EP,07-033-006,LMP,16
Listas,2014EP,07-033-006,A HAZA NEM ELADÓ,2
Listas,2014EP,07-033-006,SMS,0
Listas,2014EP,07-033-007,FIDESZ-KDNP,199
Listas,2014EP,07-033-007,DEMOKRATIKUS KOALÍCIÓ,57
Listas,2014EP,07-033-007,MSZP,48
Listas,2014EP,07-033-007,JOBBIK,39
Listas,2014EP,07-033-007,EGYÜTT-PM,27
Listas,2014EP,07-033-007,LMP,15
Listas,2014EP,07-033-007,A HAZA NEM ELADÓ,4
Listas,2014EP,07-033-007,SMS,4
Listas,2014EP,07-033-008,FIDESZ-KDNP,126
Listas,2014EP,07-033-008,JOBBIK,49
Listas,2014EP,07-033-008,LMP,14
Listas,2014EP,07-033-008,EGYÜTT-PM,11
Listas,2014EP,07-033-008,DEMOKRATIKUS KOALÍCIÓ,9
Listas,2014EP,07-033-008,MSZP,7
Listas,2014EP,07-033-008,SMS,0
Listas,2014EP,07-033-008,A HAZA NEM ELADÓ,0
Listas,2014EP,07-034-001,FIDESZ-KDNP,190
Listas,2014EP,07-034-001,JOBBIK,61
Listas,2014EP,07-034-001,EGYÜTT-PM,20
Listas,2014EP,07-034-001,DEMOKRATIKUS KOALÍCIÓ,17
Listas,2014EP,07-034-001,LMP,11
Listas,2014EP,07-034-001,MSZP,10
Listas,2014EP,07-034-001,A HAZA NEM ELADÓ,2
Listas,2014EP,07-034-001,SMS,0
Listas,2014EP,07-035-001,FIDESZ-KDNP,57
Listas,2014EP,07-035-001,JOBBIK,34
Listas,2014EP,07-035-001,MSZP,15
Listas,2014EP,07-035-001,DEMOKRATIKUS KOALÍCIÓ,7
Listas,2014EP,07-035-001,LMP,6
Listas,2014EP,07-035-001,EGYÜTT-PM,5
Listas,2014EP,07-035-001,A HAZA NEM ELADÓ,3
Listas,2014EP,07-035-001,SMS,2
Listas,2014EP,07-036-001,FIDESZ-KDNP,43
Listas,2014EP,07-036-001,JOBBIK,11
Listas,2014EP,07-036-001,MSZP,7
Listas,2014EP,07-036-001,DEMOKRATIKUS KOALÍCIÓ,6
Listas,2014EP,07-036-001,LMP,2
Listas,2014EP,07-036-001,EGYÜTT-PM,2
Listas,2014EP,07-036-001,SMS,0
Listas,2014EP,07-036-001,A HAZA NEM ELADÓ,0
Listas,2014EP,07-036-002,FIDESZ-KDNP,15
Listas,2014EP,07-036-002,JOBBIK,8
Listas,2014EP,07-036-002,MSZP,4
Listas,2014EP,07-036-002,DEMOKRATIKUS KOALÍCIÓ,1
Listas,2014EP,07-036-002,LMP,0
Listas,2014EP,07-036-002,SMS,0
Listas,2014EP,07-036-002,A HAZA NEM ELADÓ,0
Listas,2014EP,07-036-002,EGYÜTT-PM,0
Listas,2014EP,07-036-003,FIDESZ-KDNP,19
Listas,2014EP,07-036-003,JOBBIK,11
Listas,2014EP,07-036-003,MSZP,8
Listas,2014EP,07-036-003,DEMOKRATIKUS KOALÍCIÓ,0
Listas,2014EP,07-036-003,EGYÜTT-PM,0
Listas,2014EP,07-036-003,SMS,0
Listas,2014EP,07-036-003,LMP,0
Listas,2014EP,07-036-003,A HAZA NEM ELADÓ,0
Listas,2014EP,07-037-001,FIDESZ-KDNP,114
Listas,2014EP,07-037-001,JOBBIK,46
Listas,2014EP,07-037-001,DEMOKRATIKUS KOALÍCIÓ,18
Listas,2014EP,07-037-001,LMP,16
Listas,2014EP,07-037-001,EGYÜTT-PM,10
Listas,2014EP,07-037-001,MSZP,9
Listas,2014EP,07-037-001,SMS,3
Listas,2014EP,07-037-001,A HAZA NEM ELADÓ,0
Listas,2014EP,07-037-002,FIDESZ-KDNP,89
Listas,2014EP,07-037-002,JOBBIK,45
Listas,2014EP,07-037-002,DEMOKRATIKUS KOALÍCIÓ,23
Listas,2014EP,07-037-002,MSZP,20
Listas,2014EP,07-037-002,LMP,14
Listas,2014EP,07-037-002,EGYÜTT-PM,7
Listas,2014EP,07-037-002,SMS,4
Listas,2014EP,07-037-002,A HAZA NEM ELADÓ,2
Listas,2014EP,07-038-001,FIDESZ-KDNP,109
Listas,2014EP,07-038-001,MSZP,22
Listas,2014EP,07-038-001,JOBBIK,15
Listas,2014EP,07-038-001,LMP,4
Listas,2014EP,07-038-001,EGYÜTT-PM,2
Listas,2014EP,07-038-001,DEMOKRATIKUS KOALÍCIÓ,2
Listas,2014EP,07-038-001,A HAZA NEM ELADÓ,1
Listas,2014EP,07-038-001,SMS,1
Listas,2014EP,07-038-002,FIDESZ-KDNP,24
Listas,2014EP,07-038-002,JOBBIK,6
Listas,2014EP,07-038-002,DEMOKRATIKUS KOALÍCIÓ,2
Listas,2014EP,07-038-002,SMS,2
Listas,2014EP,07-038-002,EGYÜTT-PM,1
Listas,2014EP,07-038-002,LMP,1
Listas,2014EP,07-038-002,MSZP,0
Listas,2014EP,07-038-002,A HAZA NEM ELADÓ,0
Listas,2014EP,07-039-001,FIDESZ-KDNP,113
Listas,2014EP,07-039-001,DEMOKRATIKUS KOALÍCIÓ,34
Listas,2014EP,07-039-001,JOBBIK,26
Listas,2014EP,07-039-001,MSZP,19
Listas,2014EP,07-039-001,LMP,9
Listas,2014EP,07-039-001,EGYÜTT-PM,7
Listas,2014EP,07-039-001,A HAZA NEM ELADÓ,2
Listas,2014EP,07-039-001,SMS,0
Listas,2014EP,07-039-002,FIDESZ-KDNP,77
Listas,2014EP,07-039-002,JOBBIK,22
Listas,2014EP,07-039-002,DEMOKRATIKUS KOALÍCIÓ,16
Listas,2014EP,07-039-002,MSZP,12
Listas,2014EP,07-039-002,EGYÜTT-PM,3
Listas,2014EP,07-039-002,LMP,3
Listas,2014EP,07-039-002,SMS,1
Listas,2014EP,07-039-002,A HAZA NEM ELADÓ,0
Listas,2014EP,07-040-001,FIDESZ-KDNP,148
Listas,2014EP,07-040-001,JOBBIK,37
Listas,2014EP,07-040-001,MSZP,9
Listas,2014EP,07-040-001,DEMOKRATIKUS KOALÍCIÓ,8
Listas,2014EP,07-040-001,LMP,8
Listas,2014EP,07-040-001,SMS,3
Listas,2014EP,07-040-001,A HAZA NEM ELADÓ,0
Listas,2014EP,07-040-001,EGYÜTT-PM,0
Listas,2014EP,07-041-001,FIDESZ-KDNP,145
Listas,2014EP,07-041-001,JOBBIK,53
Listas,2014EP,07-041-001,DEMOKRATIKUS KOALÍCIÓ,14
Listas,2014EP,07-041-001,MSZP,10
Listas,2014EP,07-041-001,EGYÜTT-PM,9
Listas,2014EP,07-041-001,LMP,5
Listas,2014EP,07-041-001,A HAZA NEM ELADÓ,4
Listas,2014EP,07-041-001,SMS,1
Listas,2014EP,07-042-001,FIDESZ-KDNP,106
Listas,2014EP,07-042-001,JOBBIK,38
Listas,2014EP,07-042-001,MSZP,11
Listas,2014EP,07-042-001,DEMOKRATIKUS KOALÍCIÓ,10
Listas,2014EP,07-042-001,LMP,6
Listas,2014EP,07-042-001,SMS,0
Listas,2014EP,07-042-001,A HAZA NEM ELADÓ,0
Listas,2014EP,07-042-001,EGYÜTT-PM,0
Listas,2014EP,07-042-002,FIDESZ-KDNP,77
Listas,2014EP,07-042-002,JOBBIK,34
Listas,2014EP,07-042-002,MSZP,7
Listas,2014EP,07-042-002,DEMOKRATIKUS KOALÍCIÓ,5
Listas,2014EP,07-042-002,LMP,3
Listas,2014EP,07-042-002,EGYÜTT-PM,2
Listas,2014EP,07-042-002,SMS,0
Listas,2014EP,07-042-002,A HAZA NEM ELADÓ,0
Listas,2014EP,07-043-001,FIDESZ-KDNP,193
Listas,2014EP,07-043-001,DEMOKRATIKUS KOALÍCIÓ,42
Listas,2014EP,07-043-001,JOBBIK,35
Listas,2014EP,07-043-001,EGYÜTT-PM,26
Listas,2014EP,07-043-001,MSZP,24
Listas,2014EP,07-043-001,LMP,22
Listas,2014EP,07-043-001,SMS,0
Listas,2014EP,07-043-001,A HAZA NEM ELADÓ,0
Listas,2014EP,07-043-002,FIDESZ-KDNP,133
Listas,2014EP,07-043-002,DEMOKRATIKUS KOALÍCIÓ,39
Listas,2014EP,07-043-002,JOBBIK,30
Listas,2014EP,07-043-002,MSZP,19
Listas,2014EP,07-043-002,EGYÜTT-PM,12
Listas,2014EP,07-043-002,LMP,10
Listas,2014EP,07-043-002,A HAZA NEM ELADÓ,3
Listas,2014EP,07-043-002,SMS,0
Listas,2014EP,07-043-003,FIDESZ-KDNP,42
Listas,2014EP,07-043-003,DEMOKRATIKUS KOALÍCIÓ,15
Listas,2014EP,07-043-003,JOBBIK,14
Listas,2014EP,07-043-003,EGYÜTT-PM,10
Listas,2014EP,07-043-003,MSZP,3
Listas,2014EP,07-043-003,LMP,2
Listas,2014EP,07-043-003,SMS,1
Listas,2014EP,07-043-003,A HAZA NEM ELADÓ,0
Listas,2014EP,07-043-004,FIDESZ-KDNP,129
Listas,2014EP,07-043-004,JOBBIK,29
Listas,2014EP,07-043-004,DEMOKRATIKUS KOALÍCIÓ,26
Listas,2014EP,07-043-004,MSZP,18
Listas,2014EP,07-043-004,LMP,15
Listas,2014EP,07-043-004,EGYÜTT-PM,13
Listas,2014EP,07-043-004,SMS,2
Listas,2014EP,07-043-004,A HAZA NEM ELADÓ,0
Listas,2014EP,07-044-001,FIDESZ-KDNP,77
Listas,2014EP,07-044-001,JOBBIK,26
Listas,2014EP,07-044-001,MSZP,16
Listas,2014EP,07-044-001,DEMOKRATIKUS KOALÍCIÓ,11
Listas,2014EP,07-044-001,LMP,5
Listas,2014EP,07-044-001,SMS,3
Listas,2014EP,07-044-001,EGYÜTT-PM,2
Listas,2014EP,07-044-001,A HAZA NEM ELADÓ,0
Listas,2014EP,07-044-002,FIDESZ-KDNP,109
Listas,2014EP,07-044-002,JOBBIK,35
Listas,2014EP,07-044-002,MSZP,17
Listas,2014EP,07-044-002,DEMOKRATIKUS KOALÍCIÓ,16
Listas,2014EP,07-044-002,LMP,9
Listas,2014EP,07-044-002,EGYÜTT-PM,9
Listas,2014EP,07-044-002,SMS,2
Listas,2014EP,07-044-002,A HAZA NEM ELADÓ,0
Listas,2014EP,07-045-001,FIDESZ-KDNP,106
Listas,2014EP,07-045-001,JOBBIK,34
Listas,2014EP,07-045-001,DEMOKRATIKUS KOALÍCIÓ,20
Listas,2014EP,07-045-001,MSZP,13
Listas,2014EP,07-045-001,EGYÜTT-PM,13
Listas,2014EP,07-045-001,LMP,8
Listas,2014EP,07-045-001,SMS,3
Listas,2014EP,07-045-001,A HAZA NEM ELADÓ,2
Listas,2014EP,07-045-002,FIDESZ-KDNP,99
Listas,2014EP,07-045-002,JOBBIK,36
Listas,2014EP,07-045-002,DEMOKRATIKUS KOALÍCIÓ,14
Listas,2014EP,07-045-002,MSZP,10
Listas,2014EP,07-045-002,EGYÜTT-PM,7
Listas,2014EP,07-045-002,LMP,4
Listas,2014EP,07-045-002,SMS,0
Listas,2014EP,07-045-002,A HAZA NEM ELADÓ,0
Listas,2014EP,07-046-001,FIDESZ-KDNP,36
Listas,2014EP,07-046-001,JOBBIK,31
Listas,2014EP,07-046-001,DEMOKRATIKUS KOALÍCIÓ,6
Listas,2014EP,07-046-001,MSZP,6
Listas,2014EP,07-046-001,LMP,2
Listas,2014EP,07-046-001,EGYÜTT-PM,2
Listas,2014EP,07-046-001,SMS,1
Listas,2014EP,07-046-001,A HAZA NEM ELADÓ,0
Listas,2014EP,07-046-002,FIDESZ-KDNP,95
Listas,2014EP,07-046-002,JOBBIK,30
Listas,2014EP,07-046-002,EGYÜTT-PM,6
Listas,2014EP,07-046-002,MSZP,6
Listas,2014EP,07-046-002,DEMOKRATIKUS KOALÍCIÓ,4
Listas,2014EP,07-046-002,LMP,3
Listas,2014EP,07-046-002,A HAZA NEM ELADÓ,1
Listas,2014EP,07-046-002,SMS,0
Listas,2014EP,07-047-001,FIDESZ-KDNP,92
Listas,2014EP,07-047-001,JOBBIK,44
Listas,2014EP,07-047-001,DEMOKRATIKUS KOALÍCIÓ,14
Listas,2014EP,07-047-001,MSZP,13
Listas,2014EP,07-047-001,LMP,10
Listas,2014EP,07-047-001,EGYÜTT-PM,7
Listas,2014EP,07-047-001,A HAZA NEM ELADÓ,3
Listas,2014EP,07-047-001,SMS,1
Listas,2014EP,07-047-002,FIDESZ-KDNP,83
Listas,2014EP,07-047-002,JOBBIK,29
Listas,2014EP,07-047-002,LMP,20
Listas,2014EP,07-047-002,DEMOKRATIKUS KOALÍCIÓ,14
Listas,2014EP,07-047-002,EGYÜTT-PM,8
Listas,2014EP,07-047-002,MSZP,6
Listas,2014EP,07-047-002,SMS,0
Listas,2014EP,07-047-002,A HAZA NEM ELADÓ,0
Listas,2014EP,07-048-001,FIDESZ-KDNP,130
Listas,2014EP,07-048-001,JOBBIK,61
Listas,2014EP,07-048-001,MSZP,30
Listas,2014EP,07-048-001,DEMOKRATIKUS KOALÍCIÓ,30
Listas,2014EP,07-048-001,LMP,25
Listas,2014EP,07-048-001,EGYÜTT-PM,23
Listas,2014EP,07-048-001,SMS,2
Listas,2014EP,07-048-001,A HAZA NEM ELADÓ,0
Listas,2014EP,07-048-002,FIDESZ-KDNP,122
Listas,2014EP,07-048-002,JOBBIK,51
Listas,2014EP,07-048-002,DEMOKRATIKUS KOALÍCIÓ,46
Listas,2014EP,07-048-002,MSZP,28
Listas,2014EP,07-048-002,EGYÜTT-PM,26
Listas,2014EP,07-048-002,LMP,11
Listas,2014EP,07-048-002,A HAZA NEM ELADÓ,4
Listas,2014EP,07-048-002,SMS,4
Listas,2014EP,07-049-001,FIDESZ-KDNP,31
Listas,2014EP,07-049-001,JOBBIK,9
Listas,2014EP,07-049-001,EGYÜTT-PM,2
Listas,2014EP,07-049-001,LMP,1
Listas,2014EP,07-049-001,DEMOKRATIKUS KOALÍCIÓ,1
Listas,2014EP,07-049-001,MSZP,1
Listas,2014EP,07-049-001,SMS,0
Listas,2014EP,07-049-001,A HAZA NEM ELADÓ,0
Listas,2014EP,07-049-002,DEMOKRATIKUS KOALÍCIÓ,4
Listas,2014EP,07-049-002,FIDESZ-KDNP,3
Listas,2014EP,07-049-002,MSZP,2
Listas,2014EP,07-049-002,JOBBIK,2
Listas,2014EP,07-049-002,EGYÜTT-PM,1
Listas,2014EP,07-049-002,A HAZA NEM ELADÓ,0
Listas,2014EP,07-049-002,LMP,0
Listas,2014EP,07-049-002,SMS,0
Listas,2014EP,07-049-003,FIDESZ-KDNP,141
Listas,2014EP,07-049-003,JOBBIK,25
Listas,2014EP,07-049-003,MSZP,18
Listas,2014EP,07-049-003,DEMOKRATIKUS KOALÍCIÓ,11
Listas,2014EP,07-049-003,LMP,5
Listas,2014EP,07-049-003,EGYÜTT-PM,5
Listas,2014EP,07-049-003,A HAZA NEM ELADÓ,1
Listas,2014EP,07-049-003,SMS,1
Listas,2014EP,07-049-004,FIDESZ-KDNP,105
Listas,2014EP,07-049-004,JOBBIK,22
Listas,2014EP,07-049-004,MSZP,14
Listas,2014EP,07-049-004,DEMOKRATIKUS KOALÍCIÓ,12
Listas,2014EP,07-049-004,LMP,10
Listas,2014EP,07-049-004,EGYÜTT-PM,3
Listas,2014EP,07-049-004,A HAZA NEM ELADÓ,2
Listas,2014EP,07-049-004,SMS,0
Listas,2014EP,07-050-001,FIDESZ-KDNP,93
Listas,2014EP,07-050-001,JOBBIK,49
Listas,2014EP,07-050-001,DEMOKRATIKUS KOALÍCIÓ,11
Listas,2014EP,07-050-001,MSZP,8
Listas,2014EP,07-050-001,LMP,5
Listas,2014EP,07-050-001,EGYÜTT-PM,3
Listas,2014EP,07-050-001,A HAZA NEM ELADÓ,1
Listas,2014EP,07-050-001,SMS,0
Listas,2014EP,07-050-002,FIDESZ-KDNP,104
Listas,2014EP,07-050-002,JOBBIK,44
Listas,2014EP,07-050-002,MSZP,9
Listas,2014EP,07-050-002,DEMOKRATIKUS KOALÍCIÓ,7
Listas,2014EP,07-050-002,EGYÜTT-PM,5
Listas,2014EP,07-050-002,LMP,2
Listas,2014EP,07-050-002,A HAZA NEM ELADÓ,1
Listas,2014EP,07-050-002,SMS,0
Listas,2014EP,07-050-003,FIDESZ-KDNP,106
Listas,2014EP,07-050-003,JOBBIK,35
Listas,2014EP,07-050-003,MSZP,20
Listas,2014EP,07-050-003,DEMOKRATIKUS KOALÍCIÓ,18
Listas,2014EP,07-050-003,LMP,7
Listas,2014EP,07-050-003,A HAZA NEM ELADÓ,1
Listas,2014EP,07-050-003,EGYÜTT-PM,1
Listas,2014EP,07-050-003,SMS,0
Listas,2014EP,07-051-001,FIDESZ-KDNP,131
Listas,2014EP,07-051-001,JOBBIK,27
Listas,2014EP,07-051-001,MSZP,20
Listas,2014EP,07-051-001,DEMOKRATIKUS KOALÍCIÓ,7
Listas,2014EP,07-051-001,EGYÜTT-PM,6
Listas,2014EP,07-051-001,LMP,3
Listas,2014EP,07-051-001,A HAZA NEM ELADÓ,1
Listas,2014EP,07-051-001,SMS,0
Listas,2014EP,07-051-002,FIDESZ-KDNP,160
Listas,2014EP,07-051-002,JOBBIK,19
Listas,2014EP,07-051-002,MSZP,14
Listas,2014EP,07-051-002,EGYÜTT-PM,13
Listas,2014EP,07-051-002,DEMOKRATIKUS KOALÍCIÓ,12
Listas,2014EP,07-051-002,LMP,9
Listas,2014EP,07-051-002,A HAZA NEM ELADÓ,1
Listas,2014EP,07-051-002,SMS,0
Listas,2014EP,07-051-003,FIDESZ-KDNP,136
Listas,2014EP,07-051-003,JOBBIK,37
Listas,2014EP,07-051-003,MSZP,12
Listas,2014EP,07-051-003,LMP,6
Listas,2014EP,07-051-003,DEMOKRATIKUS KOALÍCIÓ,6
Listas,2014EP,07-051-003,A HAZA NEM ELADÓ,2
Listas,2014EP,07-051-003,SMS,1
Listas,2014EP,07-051-003,EGYÜTT-PM,1
Listas,2014EP,07-052-001,FIDESZ-KDNP,326
Listas,2014EP,07-052-001,JOBBIK,56
Listas,2014EP,07-052-001,DEMOKRATIKUS KOALÍCIÓ,22
Listas,2014EP,07-052-001,MSZP,20
Listas,2014EP,07-052-001,LMP,14
Listas,2014EP,07-052-001,EGYÜTT-PM,10
Listas,2014EP,07-052-001,SMS,2
Listas,2014EP,07-052-001,A HAZA NEM ELADÓ,1
Listas,2014EP,07-053-001,FIDESZ-KDNP,151
Listas,2014EP,07-053-001,JOBBIK,39
Listas,2014EP,07-053-001,LMP,25
Listas,2014EP,07-053-001,MSZP,25
Listas,2014EP,07-053-001,DEMOKRATIKUS KOALÍCIÓ,23
Listas,2014EP,07-053-001,EGYÜTT-PM,19
Listas,2014EP,07-053-001,A HAZA NEM ELADÓ,3
Listas,2014EP,07-053-001,SMS,1
Listas,2014EP,07-053-002,FIDESZ-KDNP,152
Listas,2014EP,07-053-002,MSZP,44
Listas,2014EP,07-053-002,JOBBIK,33
Listas,2014EP,07-053-002,DEMOKRATIKUS KOALÍCIÓ,26
Listas,2014EP,07-053-002,EGYÜTT-PM,17
Listas,2014EP,07-053-002,LMP,11
Listas,2014EP,07-053-002,A HAZA NEM ELADÓ,1
Listas,2014EP,07-053-002,SMS,0
Listas,2014EP,07-053-003,FIDESZ-KDNP,179
