TIPUS,VALASZTAS,SZAVAZOKOR,LISTA,SZAVAZAT
Listas,2014EP,20-044-001,LMP,1
Listas,2014EP,20-044-001,SMS,0
Listas,2014EP,20-044-001,EGYÜTT-PM,0
Listas,2014EP,20-044-001,A HAZA NEM ELADÓ,0
Listas,2014EP,20-045-001,FIDESZ-KDNP,15
Listas,2014EP,20-045-001,JOBBIK,13
Listas,2014EP,20-045-001,MSZP,2
Listas,2014EP,20-045-001,DEMOKRATIKUS KOALÍCIÓ,2
Listas,2014EP,20-045-001,EGYÜTT-PM,1
Listas,2014EP,20-045-001,LMP,1
Listas,2014EP,20-045-001,SMS,0
Listas,2014EP,20-045-001,A HAZA NEM ELADÓ,0
Listas,2014EP,20-046-001,JOBBIK,4
Listas,2014EP,20-046-001,LMP,4
Listas,2014EP,20-046-001,FIDESZ-KDNP,2
Listas,2014EP,20-046-001,DEMOKRATIKUS KOALÍCIÓ,1
Listas,2014EP,20-046-001,A HAZA NEM ELADÓ,0
Listas,2014EP,20-046-001,EGYÜTT-PM,0
Listas,2014EP,20-046-001,SMS,0
Listas,2014EP,20-046-001,MSZP,0
Listas,2014EP,20-047-001,FIDESZ-KDNP,26
Listas,2014EP,20-047-001,JOBBIK,15
Listas,2014EP,20-047-001,MSZP,5
Listas,2014EP,20-047-001,EGYÜTT-PM,3
Listas,2014EP,20-047-001,LMP,2
Listas,2014EP,20-047-001,DEMOKRATIKUS KOALÍCIÓ,0
Listas,2014EP,20-047-001,SMS,0
Listas,2014EP,20-047-001,A HAZA NEM ELADÓ,0
Listas,2014EP,20-048-001,FIDESZ-KDNP,130
Listas,2014EP,20-048-001,JOBBIK,32
Listas,2014EP,20-048-001,MSZP,16
Listas,2014EP,20-048-001,LMP,13
Listas,2014EP,20-048-001,DEMOKRATIKUS KOALÍCIÓ,8
Listas,2014EP,20-048-001,EGYÜTT-PM,7
Listas,2014EP,20-048-001,SMS,1
Listas,2014EP,20-048-001,A HAZA NEM ELADÓ,1
Listas,2014EP,20-049-001,FIDESZ-KDNP,72
Listas,2014EP,20-049-001,MSZP,13
Listas,2014EP,20-049-001,JOBBIK,13
Listas,2014EP,20-049-001,DEMOKRATIKUS KOALÍCIÓ,10
Listas,2014EP,20-049-001,EGYÜTT-PM,7
Listas,2014EP,20-049-001,LMP,4
Listas,2014EP,20-049-001,A HAZA NEM ELADÓ,2
Listas,2014EP,20-049-001,SMS,2
Listas,2014EP,20-050-001,FIDESZ-KDNP,31
Listas,2014EP,20-050-001,JOBBIK,9
Listas,2014EP,20-050-001,DEMOKRATIKUS KOALÍCIÓ,8
Listas,2014EP,20-050-001,MSZP,7
Listas,2014EP,20-050-001,EGYÜTT-PM,3
Listas,2014EP,20-050-001,LMP,1
Listas,2014EP,20-050-001,A HAZA NEM ELADÓ,0
Listas,2014EP,20-050-001,SMS,0
Listas,2014EP,20-051-001,FIDESZ-KDNP,93
Listas,2014EP,20-051-001,JOBBIK,33
Listas,2014EP,20-051-001,DEMOKRATIKUS KOALÍCIÓ,8
Listas,2014EP,20-051-001,LMP,5
Listas,2014EP,20-051-001,EGYÜTT-PM,3
Listas,2014EP,20-051-001,MSZP,2
Listas,2014EP,20-051-001,A HAZA NEM ELADÓ,0
Listas,2014EP,20-051-001,SMS,0
Listas,2014EP,20-052-001,FIDESZ-KDNP,100
Listas,2014EP,20-052-001,JOBBIK,21
Listas,2014EP,20-052-001,MSZP,13
Listas,2014EP,20-052-001,DEMOKRATIKUS KOALÍCIÓ,4
Listas,2014EP,20-052-001,LMP,3
Listas,2014EP,20-052-001,EGYÜTT-PM,2
Listas,2014EP,20-052-001,SMS,1
Listas,2014EP,20-052-001,A HAZA NEM ELADÓ,1
Listas,2014EP,20-053-001,FIDESZ-KDNP,7
Listas,2014EP,20-053-001,JOBBIK,2
Listas,2014EP,20-053-001,DEMOKRATIKUS KOALÍCIÓ,2
Listas,2014EP,20-053-001,A HAZA NEM ELADÓ,0
Listas,2014EP,20-053-001,MSZP,0
Listas,2014EP,20-053-001,SMS,0
Listas,2014EP,20-053-001,LMP,0
Listas,2014EP,20-053-001,EGYÜTT-PM,0
Listas,2014EP,20-054-001,FIDESZ-KDNP,94
Listas,2014EP,20-054-001,JOBBIK,21
Listas,2014EP,20-054-001,MSZP,8
Listas,2014EP,20-054-001,DEMOKRATIKUS KOALÍCIÓ,6
Listas,2014EP,20-054-001,EGYÜTT-PM,6
Listas,2014EP,20-054-001,LMP,3
Listas,2014EP,20-054-001,A HAZA NEM ELADÓ,2
Listas,2014EP,20-054-001,SMS,0
Listas,2014EP,20-055-001,FIDESZ-KDNP,26
Listas,2014EP,20-055-001,JOBBIK,4
Listas,2014EP,20-055-001,MSZP,3
Listas,2014EP,20-055-001,DEMOKRATIKUS KOALÍCIÓ,2
Listas,2014EP,20-055-001,A HAZA NEM ELADÓ,0
Listas,2014EP,20-055-001,LMP,0
Listas,2014EP,20-055-001,EGYÜTT-PM,0
Listas,2014EP,20-055-001,SMS,0
Listas,2014EP,20-056-001,FIDESZ-KDNP,85
Listas,2014EP,20-056-001,JOBBIK,37
Listas,2014EP,20-056-001,DEMOKRATIKUS KOALÍCIÓ,21
Listas,2014EP,20-056-001,MSZP,15
Listas,2014EP,20-056-001,LMP,6
Listas,2014EP,20-056-001,EGYÜTT-PM,6
Listas,2014EP,20-056-001,SMS,1
Listas,2014EP,20-056-001,A HAZA NEM ELADÓ,0
Listas,2014EP,20-057-001,FIDESZ-KDNP,53
Listas,2014EP,20-057-001,JOBBIK,13
Listas,2014EP,20-057-001,MSZP,5
Listas,2014EP,20-057-001,LMP,4
Listas,2014EP,20-057-001,EGYÜTT-PM,4
Listas,2014EP,20-057-001,DEMOKRATIKUS KOALÍCIÓ,3
Listas,2014EP,20-057-001,SMS,0
Listas,2014EP,20-057-001,A HAZA NEM ELADÓ,0
Listas,2014EP,20-058-001,FIDESZ-KDNP,14
Listas,2014EP,20-058-001,MSZP,3
Listas,2014EP,20-058-001,DEMOKRATIKUS KOALÍCIÓ,3
Listas,2014EP,20-058-001,JOBBIK,2
Listas,2014EP,20-058-001,A HAZA NEM ELADÓ,0
Listas,2014EP,20-058-001,EGYÜTT-PM,0
Listas,2014EP,20-058-001,LMP,0
Listas,2014EP,20-058-001,SMS,0
Listas,2014EP,20-059-001,FIDESZ-KDNP,125
Listas,2014EP,20-059-001,JOBBIK,43
Listas,2014EP,20-059-001,DEMOKRATIKUS KOALÍCIÓ,26
Listas,2014EP,20-059-001,MSZP,16
Listas,2014EP,20-059-001,EGYÜTT-PM,14
Listas,2014EP,20-059-001,LMP,10
Listas,2014EP,20-059-001,SMS,3
Listas,2014EP,20-059-001,A HAZA NEM ELADÓ,2
Listas,2014EP,20-059-002,FIDESZ-KDNP,63
Listas,2014EP,20-059-002,JOBBIK,26
Listas,2014EP,20-059-002,MSZP,19
Listas,2014EP,20-059-002,DEMOKRATIKUS KOALÍCIÓ,14
Listas,2014EP,20-059-002,EGYÜTT-PM,10
Listas,2014EP,20-059-002,LMP,5
Listas,2014EP,20-059-002,SMS,1
Listas,2014EP,20-059-002,A HAZA NEM ELADÓ,1
Listas,2014EP,20-060-001,FIDESZ-KDNP,31
Listas,2014EP,20-060-001,JOBBIK,17
Listas,2014EP,20-060-001,EGYÜTT-PM,7
Listas,2014EP,20-060-001,MSZP,4
Listas,2014EP,20-060-001,A HAZA NEM ELADÓ,3
Listas,2014EP,20-060-001,DEMOKRATIKUS KOALÍCIÓ,1
Listas,2014EP,20-060-001,SMS,0
Listas,2014EP,20-060-001,LMP,0
Listas,2014EP,20-060-002,JOBBIK,29
Listas,2014EP,20-060-002,FIDESZ-KDNP,26
Listas,2014EP,20-060-002,EGYÜTT-PM,8
Listas,2014EP,20-060-002,DEMOKRATIKUS KOALÍCIÓ,7
Listas,2014EP,20-060-002,MSZP,6
Listas,2014EP,20-060-002,LMP,4
Listas,2014EP,20-060-002,A HAZA NEM ELADÓ,3
Listas,2014EP,20-060-002,SMS,0
Listas,2014EP,20-061-001,FIDESZ-KDNP,28
Listas,2014EP,20-061-001,JOBBIK,9
Listas,2014EP,20-061-001,MSZP,5
Listas,2014EP,20-061-001,LMP,4
Listas,2014EP,20-061-001,DEMOKRATIKUS KOALÍCIÓ,3
Listas,2014EP,20-061-001,EGYÜTT-PM,2
Listas,2014EP,20-061-001,A HAZA NEM ELADÓ,0
Listas,2014EP,20-061-001,SMS,0
Listas,2014EP,20-062-001,FIDESZ-KDNP,8
Listas,2014EP,20-062-001,JOBBIK,2
Listas,2014EP,20-062-001,DEMOKRATIKUS KOALÍCIÓ,1
Listas,2014EP,20-062-001,MSZP,1
Listas,2014EP,20-062-001,EGYÜTT-PM,1
Listas,2014EP,20-062-001,A HAZA NEM ELADÓ,0
Listas,2014EP,20-062-001,SMS,0
Listas,2014EP,20-062-001,LMP,0
Listas,2014EP,20-063-001,EGYÜTT-PM,6
Listas,2014EP,20-063-001,FIDESZ-KDNP,6
Listas,2014EP,20-063-001,JOBBIK,5
Listas,2014EP,20-063-001,LMP,2
Listas,2014EP,20-063-001,DEMOKRATIKUS KOALÍCIÓ,2
Listas,2014EP,20-063-001,SMS,0
Listas,2014EP,20-063-001,A HAZA NEM ELADÓ,0
Listas,2014EP,20-063-001,MSZP,0
Listas,2014EP,20-064-001,FIDESZ-KDNP,20
Listas,2014EP,20-064-001,JOBBIK,5
Listas,2014EP,20-064-001,MSZP,5
Listas,2014EP,20-064-001,DEMOKRATIKUS KOALÍCIÓ,3
Listas,2014EP,20-064-001,EGYÜTT-PM,3
Listas,2014EP,20-064-001,LMP,1
Listas,2014EP,20-064-001,A HAZA NEM ELADÓ,0
Listas,2014EP,20-064-001,SMS,0
Listas,2014EP,20-065-001,FIDESZ-KDNP,59
Listas,2014EP,20-065-001,JOBBIK,17
Listas,2014EP,20-065-001,MSZP,4
Listas,2014EP,20-065-001,DEMOKRATIKUS KOALÍCIÓ,3
Listas,2014EP,20-065-001,LMP,0
Listas,2014EP,20-065-001,EGYÜTT-PM,0
Listas,2014EP,20-065-001,A HAZA NEM ELADÓ,0
Listas,2014EP,20-065-001,SMS,0
Listas,2014EP,20-066-001,FIDESZ-KDNP,87
Listas,2014EP,20-066-001,JOBBIK,55
Listas,2014EP,20-066-001,MSZP,8
Listas,2014EP,20-066-001,DEMOKRATIKUS KOALÍCIÓ,5
Listas,2014EP,20-066-001,LMP,4
Listas,2014EP,20-066-001,EGYÜTT-PM,3
Listas,2014EP,20-066-001,A HAZA NEM ELADÓ,0
Listas,2014EP,20-066-001,SMS,0
Listas,2014EP,20-066-002,FIDESZ-KDNP,21
Listas,2014EP,20-066-002,JOBBIK,19
Listas,2014EP,20-066-002,MSZP,7
Listas,2014EP,20-066-002,DEMOKRATIKUS KOALÍCIÓ,2
Listas,2014EP,20-066-002,EGYÜTT-PM,1
Listas,2014EP,20-066-002,LMP,0
Listas,2014EP,20-066-002,SMS,0
Listas,2014EP,20-066-002,A HAZA NEM ELADÓ,0
Listas,2014EP,20-067-001,FIDESZ-KDNP,196
Listas,2014EP,20-067-001,JOBBIK,56
Listas,2014EP,20-067-001,DEMOKRATIKUS KOALÍCIÓ,27
Listas,2014EP,20-067-001,LMP,18
Listas,2014EP,20-067-001,EGYÜTT-PM,13
Listas,2014EP,20-067-001,MSZP,13
Listas,2014EP,20-067-001,A HAZA NEM ELADÓ,2
Listas,2014EP,20-067-001,SMS,1
Listas,2014EP,20-067-002,FIDESZ-KDNP,197
Listas,2014EP,20-067-002,JOBBIK,48
Listas,2014EP,20-067-002,DEMOKRATIKUS KOALÍCIÓ,28
Listas,2014EP,20-067-002,MSZP,18
Listas,2014EP,20-067-002,LMP,17
Listas,2014EP,20-067-002,EGYÜTT-PM,13
Listas,2014EP,20-067-002,A HAZA NEM ELADÓ,1
Listas,2014EP,20-067-002,SMS,0
Listas,2014EP,20-067-003,FIDESZ-KDNP,188
Listas,2014EP,20-067-003,JOBBIK,47
Listas,2014EP,20-067-003,DEMOKRATIKUS KOALÍCIÓ,28
Listas,2014EP,20-067-003,EGYÜTT-PM,21
Listas,2014EP,20-067-003,LMP,18
Listas,2014EP,20-067-003,MSZP,15
Listas,2014EP,20-067-003,A HAZA NEM ELADÓ,2
Listas,2014EP,20-067-003,SMS,0
Listas,2014EP,20-068-001,FIDESZ-KDNP,13
Listas,2014EP,20-068-001,A HAZA NEM ELADÓ,5
Listas,2014EP,20-068-001,DEMOKRATIKUS KOALÍCIÓ,3
Listas,2014EP,20-068-001,JOBBIK,2
Listas,2014EP,20-068-001,EGYÜTT-PM,2
Listas,2014EP,20-068-001,MSZP,0
Listas,2014EP,20-068-001,SMS,0
Listas,2014EP,20-068-001,LMP,0
Listas,2014EP,20-069-001,FIDESZ-KDNP,60
Listas,2014EP,20-069-001,JOBBIK,11
Listas,2014EP,20-069-001,LMP,6
Listas,2014EP,20-069-001,MSZP,3
Listas,2014EP,20-069-001,SMS,1
Listas,2014EP,20-069-001,DEMOKRATIKUS KOALÍCIÓ,1
Listas,2014EP,20-069-001,A HAZA NEM ELADÓ,0
Listas,2014EP,20-069-001,EGYÜTT-PM,0
Listas,2014EP,20-070-001,FIDESZ-KDNP,60
Listas,2014EP,20-070-001,JOBBIK,17
Listas,2014EP,20-070-001,MSZP,5
Listas,2014EP,20-070-001,DEMOKRATIKUS KOALÍCIÓ,5
Listas,2014EP,20-070-001,LMP,3
Listas,2014EP,20-070-001,EGYÜTT-PM,1
Listas,2014EP,20-070-001,A HAZA NEM ELADÓ,0
Listas,2014EP,20-070-001,SMS,0
Listas,2014EP,20-070-002,FIDESZ-KDNP,65
Listas,2014EP,20-070-002,JOBBIK,14
Listas,2014EP,20-070-002,DEMOKRATIKUS KOALÍCIÓ,9
Listas,2014EP,20-070-002,MSZP,9
Listas,2014EP,20-070-002,EGYÜTT-PM,5
Listas,2014EP,20-070-002,LMP,2
Listas,2014EP,20-070-002,A HAZA NEM ELADÓ,1
Listas,2014EP,20-070-002,SMS,0
Listas,2014EP,20-070-003,FIDESZ-KDNP,8
Listas,2014EP,20-070-003,MSZP,7
Listas,2014EP,20-070-003,DEMOKRATIKUS KOALÍCIÓ,3
Listas,2014EP,20-070-003,JOBBIK,2
Listas,2014EP,20-070-003,EGYÜTT-PM,1
Listas,2014EP,20-070-003,SMS,1
Listas,2014EP,20-070-003,LMP,0
Listas,2014EP,20-070-003,A HAZA NEM ELADÓ,0
Listas,2014EP,20-071-001,FIDESZ-KDNP,12
Listas,2014EP,20-071-001,MSZP,6
Listas,2014EP,20-071-001,DEMOKRATIKUS KOALÍCIÓ,4
Listas,2014EP,20-071-001,JOBBIK,3
Listas,2014EP,20-071-001,EGYÜTT-PM,2
Listas,2014EP,20-071-001,SMS,1
Listas,2014EP,20-071-001,A HAZA NEM ELADÓ,0
Listas,2014EP,20-071-001,LMP,0
Listas,2014EP,20-072-001,FIDESZ-KDNP,436
Listas,2014EP,20-072-001,MSZP,66
Listas,2014EP,20-072-001,DEMOKRATIKUS KOALÍCIÓ,66
Listas,2014EP,20-072-001,JOBBIK,48
Listas,2014EP,20-072-001,EGYÜTT-PM,45
Listas,2014EP,20-072-001,LMP,22
Listas,2014EP,20-072-001,A HAZA NEM ELADÓ,4
Listas,2014EP,20-072-001,SMS,2
Listas,2014EP,20-072-002,FIDESZ-KDNP,135
Listas,2014EP,20-072-002,JOBBIK,42
Listas,2014EP,20-072-002,DEMOKRATIKUS KOALÍCIÓ,29
Listas,2014EP,20-072-002,MSZP,22
Listas,2014EP,20-072-002,EGYÜTT-PM,10
Listas,2014EP,20-072-002,A HAZA NEM ELADÓ,5
Listas,2014EP,20-072-002,LMP,4
Listas,2014EP,20-072-002,SMS,0
Listas,2014EP,20-072-003,FIDESZ-KDNP,186
Listas,2014EP,20-072-003,JOBBIK,32
Listas,2014EP,20-072-003,DEMOKRATIKUS KOALÍCIÓ,31
Listas,2014EP,20-072-003,MSZP,22
Listas,2014EP,20-072-003,EGYÜTT-PM,16
Listas,2014EP,20-072-003,LMP,12
Listas,2014EP,20-072-003,A HAZA NEM ELADÓ,0
Listas,2014EP,20-072-003,SMS,0
Listas,2014EP,20-072-004,FIDESZ-KDNP,166
Listas,2014EP,20-072-004,JOBBIK,35
Listas,2014EP,20-072-004,DEMOKRATIKUS KOALÍCIÓ,24
Listas,2014EP,20-072-004,EGYÜTT-PM,13
Listas,2014EP,20-072-004,MSZP,8
Listas,2014EP,20-072-004,LMP,4
Listas,2014EP,20-072-004,A HAZA NEM ELADÓ,0
Listas,2014EP,20-072-004,SMS,0
Listas,2014EP,20-072-005,FIDESZ-KDNP,190
Listas,2014EP,20-072-005,JOBBIK,47
Listas,2014EP,20-072-005,DEMOKRATIKUS KOALÍCIÓ,28
Listas,2014EP,20-072-005,EGYÜTT-PM,19
Listas,2014EP,20-072-005,MSZP,18
Listas,2014EP,20-072-005,LMP,12
Listas,2014EP,20-072-005,A HAZA NEM ELADÓ,2
Listas,2014EP,20-072-005,SMS,1
Listas,2014EP,20-073-001,FIDESZ-KDNP,40
Listas,2014EP,20-073-001,JOBBIK,6
Listas,2014EP,20-073-001,LMP,3
Listas,2014EP,20-073-001,DEMOKRATIKUS KOALÍCIÓ,2
Listas,2014EP,20-073-001,MSZP,0
Listas,2014EP,20-073-001,EGYÜTT-PM,0
Listas,2014EP,20-073-001,A HAZA NEM ELADÓ,0
Listas,2014EP,20-073-001,SMS,0
Listas,2014EP,20-074-001,FIDESZ-KDNP,25
Listas,2014EP,20-074-001,JOBBIK,12
Listas,2014EP,20-074-001,LMP,4
Listas,2014EP,20-074-001,MSZP,4
Listas,2014EP,20-074-001,DEMOKRATIKUS KOALÍCIÓ,3
Listas,2014EP,20-074-001,A HAZA NEM ELADÓ,2
Listas,2014EP,20-074-001,EGYÜTT-PM,1
Listas,2014EP,20-074-001,SMS,1
Listas,2014EP,20-075-001,FIDESZ-KDNP,35
Listas,2014EP,20-075-001,JOBBIK,23
Listas,2014EP,20-075-001,MSZP,5
Listas,2014EP,20-075-001,DEMOKRATIKUS KOALÍCIÓ,3
Listas,2014EP,20-075-001,LMP,3
Listas,2014EP,20-075-001,EGYÜTT-PM,0
Listas,2014EP,20-075-001,A HAZA NEM ELADÓ,0
Listas,2014EP,20-075-001,SMS,0
Listas,2014EP,20-076-001,FIDESZ-KDNP,7
Listas,2014EP,20-076-001,JOBBIK,2
Listas,2014EP,20-076-001,SMS,1
Listas,2014EP,20-076-001,MSZP,0
Listas,2014EP,20-076-001,A HAZA NEM ELADÓ,0
Listas,2014EP,20-076-001,EGYÜTT-PM,0
Listas,2014EP,20-076-001,LMP,0
Listas,2014EP,20-076-001,DEMOKRATIKUS KOALÍCIÓ,0
Listas,2014EP,20-077-001,FIDESZ-KDNP,45
Listas,2014EP,20-077-001,JOBBIK,21
Listas,2014EP,20-077-001,MSZP,5
Listas,2014EP,20-077-001,EGYÜTT-PM,3
Listas,2014EP,20-077-001,DEMOKRATIKUS KOALÍCIÓ,2
Listas,2014EP,20-077-001,LMP,1
Listas,2014EP,20-077-001,A HAZA NEM ELADÓ,0
Listas,2014EP,20-077-001,SMS,0
Listas,2014EP,20-078-001,FIDESZ-KDNP,31
Listas,2014EP,20-078-001,JOBBIK,15
Listas,2014EP,20-078-001,LMP,4
Listas,2014EP,20-078-001,DEMOKRATIKUS KOALÍCIÓ,2
Listas,2014EP,20-078-001,A HAZA NEM ELADÓ,1
Listas,2014EP,20-078-001,EGYÜTT-PM,1
Listas,2014EP,20-078-001,MSZP,0
Listas,2014EP,20-078-001,SMS,0
Listas,2014EP,20-079-001,FIDESZ-KDNP,38
Listas,2014EP,20-079-001,JOBBIK,1
Listas,2014EP,20-079-001,DEMOKRATIKUS KOALÍCIÓ,1
Listas,2014EP,20-079-001,EGYÜTT-PM,1
Listas,2014EP,20-079-001,MSZP,0
Listas,2014EP,20-079-001,A HAZA NEM ELADÓ,0
Listas,2014EP,20-079-001,LMP,0
Listas,2014EP,20-079-001,SMS,0
Listas,2014EP,20-080-001,FIDESZ-KDNP,85
Listas,2014EP,20-080-001,JOBBIK,29
Listas,2014EP,20-080-001,DEMOKRATIKUS KOALÍCIÓ,9
Listas,2014EP,20-080-001,MSZP,8
Listas,2014EP,20-080-001,EGYÜTT-PM,6
Listas,2014EP,20-080-001,LMP,4
Listas,2014EP,20-080-001,A HAZA NEM ELADÓ,1
Listas,2014EP,20-080-001,SMS,0
Listas,2014EP,20-081-001,FIDESZ-KDNP,64
Listas,2014EP,20-081-001,JOBBIK,11
Listas,2014EP,20-081-001,MSZP,3
Listas,2014EP,20-081-001,LMP,3
Listas,2014EP,20-081-001,SMS,0
Listas,2014EP,20-081-001,DEMOKRATIKUS KOALÍCIÓ,0
Listas,2014EP,20-081-001,A HAZA NEM ELADÓ,0
Listas,2014EP,20-081-001,EGYÜTT-PM,0
Listas,2014EP,20-082-001,FIDESZ-KDNP,23
Listas,2014EP,20-082-001,MSZP,6
Listas,2014EP,20-082-001,A HAZA NEM ELADÓ,1
Listas,2014EP,20-082-001,JOBBIK,1
Listas,2014EP,20-082-001,LMP,0
Listas,2014EP,20-082-001,SMS,0
Listas,2014EP,20-082-001,EGYÜTT-PM,0
Listas,2014EP,20-082-001,DEMOKRATIKUS KOALÍCIÓ,0
Listas,2014EP,20-083-001,FIDESZ-KDNP,45
Listas,2014EP,20-083-001,JOBBIK,15
Listas,2014EP,20-083-001,MSZP,5
Listas,2014EP,20-083-001,LMP,5
Listas,2014EP,20-083-001,EGYÜTT-PM,2
Listas,2014EP,20-083-001,DEMOKRATIKUS KOALÍCIÓ,1
Listas,2014EP,20-083-001,SMS,0
Listas,2014EP,20-083-001,A HAZA NEM ELADÓ,0
Listas,2014EP,20-084-001,FIDESZ-KDNP,49
Listas,2014EP,20-084-001,JOBBIK,35
Listas,2014EP,20-084-001,EGYÜTT-PM,9
Listas,2014EP,20-084-001,LMP,8
Listas,2014EP,20-084-001,DEMOKRATIKUS KOALÍCIÓ,8
Listas,2014EP,20-084-001,MSZP,5
Listas,2014EP,20-084-001,A HAZA NEM ELADÓ,2
Listas,2014EP,20-084-001,SMS,0
Listas,2014EP,20-084-002,FIDESZ-KDNP,59
Listas,2014EP,20-084-002,JOBBIK,16
Listas,2014EP,20-084-002,DEMOKRATIKUS KOALÍCIÓ,3
Listas,2014EP,20-084-002,MSZP,3
Listas,2014EP,20-084-002,EGYÜTT-PM,1
Listas,2014EP,20-084-002,LMP,1
Listas,2014EP,20-084-002,A HAZA NEM ELADÓ,0
Listas,2014EP,20-084-002,SMS,0
Listas,2014EP,20-085-001,FIDESZ-KDNP,21
Listas,2014EP,20-085-001,JOBBIK,15
Listas,2014EP,20-085-001,DEMOKRATIKUS KOALÍCIÓ,2
Listas,2014EP,20-085-001,MSZP,2
Listas,2014EP,20-085-001,A HAZA NEM ELADÓ,0
Listas,2014EP,20-085-001,SMS,0
Listas,2014EP,20-085-001,EGYÜTT-PM,0
Listas,2014EP,20-085-001,LMP,0
Listas,2014EP,20-085-002,FIDESZ-KDNP,38
Listas,2014EP,20-085-002,JOBBIK,19
Listas,2014EP,20-085-002,DEMOKRATIKUS KOALÍCIÓ,4
Listas,2014EP,20-085-002,MSZP,4
Listas,2014EP,20-085-002,LMP,3
Listas,2014EP,20-085-002,EGYÜTT-PM,1
Listas,2014EP,20-085-002,SMS,0
Listas,2014EP,20-085-002,A HAZA NEM ELADÓ,0
Listas,2014EP,20-086-001,FIDESZ-KDNP,14
Listas,2014EP,20-086-001,JOBBIK,3
Listas,2014EP,20-086-001,DEMOKRATIKUS KOALÍCIÓ,3
Listas,2014EP,20-086-001,EGYÜTT-PM,1
Listas,2014EP,20-086-001,MSZP,1
Listas,2014EP,20-086-001,A HAZA NEM ELADÓ,0
Listas,2014EP,20-086-001,SMS,0
Listas,2014EP,20-086-001,LMP,0
Listas,2014EP,20-087-001,JOBBIK,19
Listas,2014EP,20-087-001,FIDESZ-KDNP,4
Listas,2014EP,20-087-001,LMP,2
Listas,2014EP,20-087-001,MSZP,1
Listas,2014EP,20-087-001,DEMOKRATIKUS KOALÍCIÓ,0
Listas,2014EP,20-087-001,A HAZA NEM ELADÓ,0
Listas,2014EP,20-087-001,EGYÜTT-PM,0
Listas,2014EP,20-087-001,SMS,0
Listas,2014EP,20-088-001,FIDESZ-KDNP,30
Listas,2014EP,20-088-001,JOBBIK,12
Listas,2014EP,20-088-001,MSZP,8
Listas,2014EP,20-088-001,DEMOKRATIKUS KOALÍCIÓ,6
Listas,2014EP,20-088-001,EGYÜTT-PM,3
Listas,2014EP,20-088-001,SMS,1
Listas,2014EP,20-088-001,LMP,1
Listas,2014EP,20-088-001,A HAZA NEM ELADÓ,0
Listas,2014EP,20-089-001,FIDESZ-KDNP,26
Listas,2014EP,20-089-001,JOBBIK,10
Listas,2014EP,20-089-001,DEMOKRATIKUS KOALÍCIÓ,5
Listas,2014EP,20-089-001,EGYÜTT-PM,1
Listas,2014EP,20-089-001,MSZP,1
Listas,2014EP,20-089-001,A HAZA NEM ELADÓ,0
Listas,2014EP,20-089-001,SMS,0
Listas,2014EP,20-089-001,LMP,0
Listas,2014EP,20-090-001,FIDESZ-KDNP,31
Listas,2014EP,20-090-001,JOBBIK,4
Listas,2014EP,20-090-001,MSZP,3
Listas,2014EP,20-090-001,DEMOKRATIKUS KOALÍCIÓ,3
Listas,2014EP,20-090-001,LMP,0
Listas,2014EP,20-090-001,A HAZA NEM ELADÓ,0
Listas,2014EP,20-090-001,SMS,0
Listas,2014EP,20-090-001,EGYÜTT-PM,0
Listas,2014EP,20-091-001,FIDESZ-KDNP,26
Listas,2014EP,20-091-001,JOBBIK,25
Listas,2014EP,20-091-001,DEMOKRATIKUS KOALÍCIÓ,4
Listas,2014EP,20-091-001,EGYÜTT-PM,3
Listas,2014EP,20-091-001,MSZP,3
Listas,2014EP,20-091-001,SMS,0
Listas,2014EP,20-091-001,A HAZA NEM ELADÓ,0
Listas,2014EP,20-091-001,LMP,0
Listas,2014EP,20-092-001,FIDESZ-KDNP,26
Listas,2014EP,20-092-001,JOBBIK,13
Listas,2014EP,20-092-001,EGYÜTT-PM,4
Listas,2014EP,20-092-001,DEMOKRATIKUS KOALÍCIÓ,2
Listas,2014EP,20-092-001,MSZP,2
Listas,2014EP,20-092-001,LMP,1
Listas,2014EP,20-092-001,SMS,0
Listas,2014EP,20-092-001,A HAZA NEM ELADÓ,0
Listas,2014EP,20-093-001,FIDESZ-KDNP,171
Listas,2014EP,20-093-001,DEMOKRATIKUS KOALÍCIÓ,46
Listas,2014EP,20-093-001,JOBBIK,33
Listas,2014EP,20-093-001,MSZP,29
Listas,2014EP,20-093-001,LMP,18
Listas,2014EP,20-093-001,EGYÜTT-PM,16
Listas,2014EP,20-093-001,SMS,2
Listas,2014EP,20-093-001,A HAZA NEM ELADÓ,1
Listas,2014EP,20-093-002,FIDESZ-KDNP,145
Listas,2014EP,20-093-002,MSZP,47
Listas,2014EP,20-093-002,JOBBIK,37
Listas,2014EP,20-093-002,DEMOKRATIKUS KOALÍCIÓ,32
Listas,2014EP,20-093-002,EGYÜTT-PM,13
Listas,2014EP,20-093-002,LMP,8
Listas,2014EP,20-093-002,SMS,2
Listas,2014EP,20-093-002,A HAZA NEM ELADÓ,1
Listas,2014EP,20-093-003,FIDESZ-KDNP,10
Listas,2014EP,20-093-003,JOBBIK,9
Listas,2014EP,20-093-003,MSZP,4
Listas,2014EP,20-093-003,LMP,1
Listas,2014EP,20-093-003,SMS,0
Listas,2014EP,20-093-003,EGYÜTT-PM,0
Listas,2014EP,20-093-003,A HAZA NEM ELADÓ,0
Listas,2014EP,20-093-003,DEMOKRATIKUS KOALÍCIÓ,0
Listas,2014EP,20-093-004,FIDESZ-KDNP,167
